pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13a_bendesc_yn	pbp_b13a_bendesc_ehc	pbp_b13a_bendesc_amo	pbp_b13a_bendesc_lim	pbp_b13a_bendesc_numv	pbp_b13a_bendesc_per	pbp_b13a_bendesc_per_d	pbp_b13a_maxplan_yn	pbp_b13a_maxplan_amt	pbp_b13a_maxplan_per	pbp_b13a_maxplan_per_d	pbp_b13a_maxenr_yn	pbp_b13a_maxenr_amt	pbp_b13a_maxenr_per	pbp_b13a_maxenr_per_d	pbp_b13a_coins_yn	pbp_b13a_coins_pct_min	pbp_b13a_coins_pct_max	pbp_b13a_ded_yn	pbp_b13a_ded_amt	pbp_b13a_copay_yn	pbp_b13a_copay_amt_min	pbp_b13a_copay_amt_max	pbp_b13a_auth_yn	pbp_b13a_refer_yn	pbp_b13b_bendesc_otc	pbp_b13b_bendesc_amo	pbp_b13b_maxplan_yn	pbp_b13b_maxplan_amt	pbp_b13b_otc_maxplan_per	pbp_b13b_maxplan_prd_yn	pbp_b13b_maxenr_yn	pbp_b13b_maxenr_amt	pbp_b13b_maxenr_per	pbp_b13b_maxenr_per_d	pbp_b13b_nrt_yn	pbp_b13b_nrt_attestation	pbp_b13b_naloxone_yn	pbp_b13b_coins_yn	pbp_b13b_coins_pct_min	pbp_b13b_coins_pct_max	pbp_b13b_ded_yn	pbp_b13b_ded_amt	pbp_b13b_copay_yn	pbp_b13b_copay_amt_min	pbp_b13b_copay_amt_max	pbp_b13b_cms_otc_list_yn	pbp_b13b_mode	pbp_b13b_mode_desc	pbp_b13b_auth_yn	pbp_b13c_bendesc_service	pbp_b13c_bendesc_amo	pbp_b13c_meal_type_chk	pbp_b13c_maxplan_yn	pbp_b13c_maxplan_amt	pbp_b13c_maxplan_per	pbp_b13c_maxplan_per_d	pbp_b13c_maxenr_yn	pbp_b13c_maxenr_amt	pbp_b13c_maxenr_per	pbp_b13c_maxenr_per_d	pbp_b13c_coins_yn	pbp_b13c_coins_pct_min	pbp_b13c_coins_pct_max	pbp_b13c_ded_yn	pbp_b13c_ded_amt	pbp_b13c_copay_yn	pbp_b13c_copay_amt_min	pbp_b13c_copay_amt_max	pbp_b13c_auth_yn	pbp_b13c_refer_yn	pbp_b13d_bendesc_service	pbp_b13d_bendesc_amo	pbp_b13d_maxplan_yn	pbp_b13d_maxplan_amt	pbp_b13d_maxplan_per	pbp_b13d_maxplan_per_d	pbp_b13d_maxenr_yn	pbp_b13d_maxenr_amt	pbp_b13d_maxenr_per	pbp_b13d_maxenr_per_d	pbp_b13d_coins_yn	pbp_b13d_coins_pct_min	pbp_b13d_coins_pct_max	pbp_b13d_ded_yn	pbp_b13d_ded_amt	pbp_b13d_copay_yn	pbp_b13d_copay_amt_min	pbp_b13d_copay_amt_max	pbp_b13d_auth_yn	pbp_b13d_refer_yn	pbp_b13e_bendesc_service	pbp_b13e_bendesc_amo	pbp_b13e_maxplan_yn	pbp_b13e_maxplan_amt	pbp_b13e_maxplan_per	pbp_b13e_maxplan_per_d	pbp_b13e_maxenr_yn	pbp_b13e_maxenr_amt	pbp_b13e_maxenr_per	pbp_b13e_maxenr_per_d	pbp_b13e_coins_yn	pbp_b13e_coins_pct_min	pbp_b13e_coins_pct_max	pbp_b13e_ded_yn	pbp_b13e_ded_amt	pbp_b13e_copay_yn	pbp_b13e_copay_amt_min	pbp_b13e_copay_amt_max	pbp_b13e_auth_yn	pbp_b13e_refer_yn	pbp_b13f_bendesc_service	pbp_b13f_bendesc_amo	pbp_b13f_maxplan_yn	pbp_b13f_maxplan_amt	pbp_b13f_maxplan_per	pbp_b13f_maxplan_per_d	pbp_b13f_maxenr_yn	pbp_b13f_maxenr_amt	pbp_b13f_maxenr_per	pbp_b13f_maxenr_per_d	pbp_b13f_coins_yn	pbp_b13f_coins_pct_min	pbp_b13f_coins_pct_max	pbp_b13f_ded_yn	pbp_b13f_ded_amt	pbp_b13f_copay_yn	pbp_b13f_copay_amt_min	pbp_b13f_copay_amt_max	pbp_b13f_auth_yn	pbp_b13f_refer_yn
H1036	285	0	1	01	01	H1036_285_0	5	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	301	0	1	01	01	H1036_301_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	302	0	1	01	01	H1036_302_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	304	0	1	01	01	H1036_304_0	5	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	314	0	1	01	01	H1036_314_0	5	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	315	0	1	01	01	H1036_315_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	316	0	1	01	01	H1036_316_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	336	0	1	01	01	H1036_336_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	337	0	1	01	01	H1036_337_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	338	0	1	01	01	H1036_338_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	339	0	1	01	01	H1036_339_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	340	0	1	01	01	H1036_340_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1036	341	0	1	01	01	H1036_341_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H1109	801	0	1	01	01	H1109_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1109	801	0	1	01	01	H1109_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1109	802	0	1	01	01	H1109_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1109	802	0	1	01	01	H1109_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1170	002	0	1	01	01	H1170_002_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	008	0	1	01	01	H1170_008_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	009	0	1	01	01	H1170_009_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	011	0	1	01	01	H1170_011_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	012	0	1	01	01	H1170_012_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	013	0	1	02	01	H1170_013_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	014	0	1	01	01	H1170_014_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	015	0	1	01	01	H1170_015_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	016	0	1	01	01	H1170_016_0	6	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1170	017	0	1	01	01	H1170_017_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H1206	004	0	1	01	01	H1206_004_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1206	009	0	1	01	01	H1206_009_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1206	801	0	1	01	01	H1206_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1206	801	0	1	01	01	H1206_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1280	001	0	1	01	01	H1280_001_0	4	1																										1	2	2				2				1	1	1	2			2		2			1	00010		2																																																																																	
H1347	001	0	1	04	01	H1347_001_0	4	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H1347	002	0	1	04	01	H1347_002_0	4	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H1347	003	0	1	04	01	H1347_003_0	4	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H1526	001	0	1	02	01	H1526_001_0	5	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																																																																																	
H1526	002	0	1	02	01	H1526_002_0	5	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																																																																																	
H1526	003	0	1	02	01	H1526_003_0	5	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H1526	004	0	1	02	01	H1526_004_0	4	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H1526	008	0	1	02	01	H1526_008_0	4	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																																																																																	
H1526	009	0	1	02	01	H1526_009_0	4	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H1608	021	0	1	04	01	H1608_021_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	027	0	1	04	01	H1608_027_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	027	0	1	04	01	H1608_027_0	2	2																										1	2	2				2				2		2	2			2		1	0.00	0.00	2	10000	Restricted Items	2	1	2	001	2				2				2			2		1	0.00	0.00	2	2																																																												
H1608	062	0	1	04	01	H1608_062_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	076	0	1	04	01	H1608_076_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	077	0	1	04	01	H1608_077_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	121	0	1	04	01	H1608_121_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1608	801	0	1	04	01	H1608_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1608	801	0	1	04	01	H1608_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1609	017	0	1	01	01	H1609_017_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	019	0	1	01	01	H1609_019_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	043	0	1	01	01	H1609_043_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	044	0	1	01	01	H1609_044_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	045	0	1	01	01	H1609_045_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	046	0	1	01	01	H1609_046_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	047	0	1	01	01	H1609_047_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	048	0	1	01	01	H1609_048_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	049	0	1	01	01	H1609_049_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	055	0	1	01	01	H1609_055_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	056	0	1	01	01	H1609_056_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	061	0	1	01	01	H1609_061_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	062	0	1	01	01	H1609_062_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	064	0	1	01	01	H1609_064_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	068	0	1	02	01	H1609_068_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	073	0	1	01	01	H1609_073_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	074	0	1	01	01	H1609_074_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	075	0	1	01	01	H1609_075_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	076	0	1	01	01	H1609_076_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	077	0	1	01	01	H1609_077_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	078	0	1	01	01	H1609_078_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	079	0	1	01	01	H1609_079_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	080	0	1	01	01	H1609_080_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	081	0	1	01	01	H1609_081_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	082	0	1	01	01	H1609_082_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	083	0	1	01	01	H1609_083_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	084	0	1	01	01	H1609_084_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	085	0	1	01	01	H1609_085_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	088	0	1	01	01	H1609_088_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	089	0	1	01	01	H1609_089_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	090	0	1	01	01	H1609_090_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	092	0	1	01	01	H1609_092_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	094	0	1	01	01	H1609_094_0	4	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1609	801	0	1	01	01	H1609_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1609	801	0	1	01	01	H1609_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1609	807	0	1	01	01	H1609_807_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1609	807	0	1	01	01	H1609_807_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1610	001	0	1	01	01	H1610_001_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1692	005	0	1	01	01	H1692_005_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1692	006	0	1	01	01	H1692_006_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H1692	801	0	1	01	01	H1692_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H1692	801	0	1	01	01	H1692_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H1994	015	0	1	01	01	H1994_015_0	4	1																										1	2	2				2				2		1	2			2		2			1	01011		2																																																																																	
H1994	021	0	1	01	01	H1994_021_0	5	1																										1	2	2				2				2		2	2			2		2			1	01011		2																																																																																	
H1994	022	0	1	01	01	H1994_022_0	5	1																										1	2	2				2				2		1	2			2		2			1	01011		2																																																																																	
H1994	030	0	1	01	01	H1994_030_0	6	1																										1	2	2				2				2		2	2			2		2			1	01011		2																																																																																	
H1994	034	0	1	01	01	H1994_034_0	6	1																										1	2	2				2				2		1	2			2		2			1	01011		2																																																																																	
H1994	040	0	1	01	01	H1994_040_0	4	1																										1	2	2				2				2		1	2			2		2			1	01011		2																																																																																	
H2056	801	0	1	01	01	H2056_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H2056	801	0	1	01	01	H2056_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H2056	802	0	1	01	01	H2056_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H2056	802	0	1	01	01	H2056_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H2172	001	0	1	02	01	H2172_001_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	002	0	1	02	01	H2172_002_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	005	0	1	01	01	H2172_005_0	3	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	008	0	1	02	01	H2172_008_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	009	0	1	02	01	H2172_009_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	010	0	1	02	01	H2172_010_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	013	0	1	02	01	H2172_013_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	014	0	1	02	01	H2172_014_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	016	0	1	01	01	H2172_016_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	017	0	1	01	01	H2172_017_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	018	0	1	01	01	H2172_018_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	019	0	1	01	01	H2172_019_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	020	0	1	02	01	H2172_020_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	021	0	1	02	01	H2172_021_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	022	0	1	02	01	H2172_022_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	023	0	1	02	01	H2172_023_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	024	0	1	02	01	H2172_024_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	025	0	1	01	01	H2172_025_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	026	0	1	01	01	H2172_026_0	5	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2172	027	0	1	02	01	H2172_027_0	4	1																																																																																																																Acute Care at Home	2	2				2				2			2		1	0.00	0.00	1	1
H2293	001	0	1	04	01	H2293_001_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	002	0	1	04	01	H2293_002_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	004	0	1	04	01	H2293_004_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	009	0	1	04	01	H2293_009_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	021	0	1	04	01	H2293_021_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	023	0	1	04	01	H2293_023_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	029	0	1	04	01	H2293_029_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	031	0	1	04	01	H2293_031_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	033	0	1	04	01	H2293_033_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2293	035	0	1	04	01	H2293_035_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	039	0	1	01	01	H2663_039_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	052	0	1	01	01	H2663_052_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	053	0	1	01	01	H2663_053_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	056	0	1	01	01	H2663_056_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	057	0	1	02	01	H2663_057_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	064	0	1	01	01	H2663_064_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	067	0	1	01	01	H2663_067_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	097	0	1	01	01	H2663_097_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	098	0	1	01	01	H2663_098_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	099	0	1	01	01	H2663_099_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	100	0	1	01	01	H2663_100_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	102	0	1	01	01	H2663_102_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H2663	805	0	1	01	01	H2663_805_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H2663	805	0	1	01	01	H2663_805_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H2694	002	0	1	04	01	H2694_002_0	4	1																										1	2	2				2				2		1	2			2		2			1	00010		2																																																																																	
H2875	001	0	1	02	01	H2875_001_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H2875	002	0	1	02	01	H2875_002_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H2875	006	0	1	02	01	H2875_006_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H3146	002	0	1	01	01	H3146_002_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	006	0	1	01	01	H3146_006_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	011	0	1	01	01	H3146_011_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	012	0	1	01	01	H3146_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H3146	016	0	1	01	01	H3146_016_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
