pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13a_bendesc_yn	pbp_b13a_bendesc_ehc	pbp_b13a_bendesc_amo	pbp_b13a_bendesc_lim	pbp_b13a_bendesc_numv	pbp_b13a_bendesc_per	pbp_b13a_bendesc_per_d	pbp_b13a_maxplan_yn	pbp_b13a_maxplan_amt	pbp_b13a_maxplan_per	pbp_b13a_maxplan_per_d	pbp_b13a_maxenr_yn	pbp_b13a_maxenr_amt	pbp_b13a_maxenr_per	pbp_b13a_maxenr_per_d	pbp_b13a_coins_yn	pbp_b13a_coins_pct_min	pbp_b13a_coins_pct_max	pbp_b13a_ded_yn	pbp_b13a_ded_amt	pbp_b13a_copay_yn	pbp_b13a_copay_amt_min	pbp_b13a_copay_amt_max	pbp_b13a_auth_yn	pbp_b13a_refer_yn	pbp_b13b_bendesc_otc	pbp_b13b_bendesc_amo	pbp_b13b_maxplan_yn	pbp_b13b_maxplan_amt	pbp_b13b_otc_maxplan_per	pbp_b13b_maxplan_prd_yn	pbp_b13b_maxenr_yn	pbp_b13b_maxenr_amt	pbp_b13b_maxenr_per	pbp_b13b_maxenr_per_d	pbp_b13b_nrt_yn	pbp_b13b_nrt_attestation	pbp_b13b_naloxone_yn	pbp_b13b_coins_yn	pbp_b13b_coins_pct_min	pbp_b13b_coins_pct_max	pbp_b13b_ded_yn	pbp_b13b_ded_amt	pbp_b13b_copay_yn	pbp_b13b_copay_amt_min	pbp_b13b_copay_amt_max	pbp_b13b_cms_otc_list_yn	pbp_b13b_mode	pbp_b13b_mode_desc	pbp_b13b_auth_yn	pbp_b13c_bendesc_service	pbp_b13c_bendesc_amo	pbp_b13c_meal_type_chk	pbp_b13c_maxplan_yn	pbp_b13c_maxplan_amt	pbp_b13c_maxplan_per	pbp_b13c_maxplan_per_d	pbp_b13c_maxenr_yn	pbp_b13c_maxenr_amt	pbp_b13c_maxenr_per	pbp_b13c_maxenr_per_d	pbp_b13c_coins_yn	pbp_b13c_coins_pct_min	pbp_b13c_coins_pct_max	pbp_b13c_ded_yn	pbp_b13c_ded_amt	pbp_b13c_copay_yn	pbp_b13c_copay_amt_min	pbp_b13c_copay_amt_max	pbp_b13c_auth_yn	pbp_b13c_refer_yn	pbp_b13d_bendesc_service	pbp_b13d_bendesc_amo	pbp_b13d_maxplan_yn	pbp_b13d_maxplan_amt	pbp_b13d_maxplan_per	pbp_b13d_maxplan_per_d	pbp_b13d_maxenr_yn	pbp_b13d_maxenr_amt	pbp_b13d_maxenr_per	pbp_b13d_maxenr_per_d	pbp_b13d_coins_yn	pbp_b13d_coins_pct_min	pbp_b13d_coins_pct_max	pbp_b13d_ded_yn	pbp_b13d_ded_amt	pbp_b13d_copay_yn	pbp_b13d_copay_amt_min	pbp_b13d_copay_amt_max	pbp_b13d_auth_yn	pbp_b13d_refer_yn	pbp_b13e_bendesc_service	pbp_b13e_bendesc_amo	pbp_b13e_maxplan_yn	pbp_b13e_maxplan_amt	pbp_b13e_maxplan_per	pbp_b13e_maxplan_per_d	pbp_b13e_maxenr_yn	pbp_b13e_maxenr_amt	pbp_b13e_maxenr_per	pbp_b13e_maxenr_per_d	pbp_b13e_coins_yn	pbp_b13e_coins_pct_min	pbp_b13e_coins_pct_max	pbp_b13e_ded_yn	pbp_b13e_ded_amt	pbp_b13e_copay_yn	pbp_b13e_copay_amt_min	pbp_b13e_copay_amt_max	pbp_b13e_auth_yn	pbp_b13e_refer_yn	pbp_b13f_bendesc_service	pbp_b13f_bendesc_amo	pbp_b13f_maxplan_yn	pbp_b13f_maxplan_amt	pbp_b13f_maxplan_per	pbp_b13f_maxplan_per_d	pbp_b13f_maxenr_yn	pbp_b13f_maxenr_amt	pbp_b13f_maxenr_per	pbp_b13f_maxenr_per_d	pbp_b13f_coins_yn	pbp_b13f_coins_pct_min	pbp_b13f_coins_pct_max	pbp_b13f_ded_yn	pbp_b13f_ded_amt	pbp_b13f_copay_yn	pbp_b13f_copay_amt_min	pbp_b13f_copay_amt_max	pbp_b13f_auth_yn	pbp_b13f_refer_yn
H4004	068	0	1	01	01	H4004_068_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	069	0	1	01	01	H4004_069_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	070	0	1	02	01	H4004_070_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	071	0	1	02	01	H4004_071_0	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	072	1	1	01	01	H4004_072_1	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	072	2	1	01	01	H4004_072_2	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	072	3	1	01	01	H4004_072_3	5	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	073	1	1	02	01	H4004_073_1	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	073	2	1	02	01	H4004_073_2	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4004	073	3	1	02	01	H4004_073_3	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4140	004	0	1	01	01	H4140_004_0	8	1																										1	2	2				2				1	1	2	2			2		2			1	01010		2																																																																																	
H4140	012	0	1	01	01	H4140_012_0	8	1																										1	2	2				2				1	1	2	2			2		2			1	01010		2																																																																																	
H4140	013	0	1	01	01	H4140_013_0	8	1																										1	2	2				2				1	1	2	2			2		2			1	01010		2																																																																																	
H4140	017	0	1	01	01	H4140_017_0	8	1																										1	2	2				2				1	1	2	2			2		2			1	01010		2																																																																																	
H4140	018	0	1	01	01	H4140_018_0	8	1																										1	2	2				2				1	1	2	2			2		2			1	01010		2																																																																																	
H4152	022	0	1	02	01	H4152_022_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	01010		2																																																																																	
H4286	002	0	1	01	01	H4286_002_0	6	1																										1	2	2				2				1	1	2	2			2		2			2	00010		2																																																																																	
H4329	001	0	1	01	01	H4329_001_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4461	022	0	1	01	01	H4461_022_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4461	038	0	1	01	01	H4461_038_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4461	052	0	1	01	01	H4461_052_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4461	066	0	1	01	01	H4461_066_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4523	020	0	1	01	01	H4523_020_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	021	0	1	01	01	H4523_021_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	024	0	1	01	01	H4523_024_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	027	0	1	01	01	H4523_027_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	028	0	1	01	01	H4523_028_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	029	0	1	01	01	H4523_029_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	030	0	1	01	01	H4523_030_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	034	0	1	01	01	H4523_034_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	037	0	1	01	01	H4523_037_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	038	0	1	01	01	H4523_038_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	039	0	1	01	01	H4523_039_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	041	0	1	01	01	H4523_041_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	043	0	1	01	01	H4523_043_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	044	0	1	01	01	H4523_044_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4523	801	0	1	01	01	H4523_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H4523	801	0	1	01	01	H4523_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H4523	802	0	1	01	01	H4523_802_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H4523	802	0	1	01	01	H4523_802_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H4624	023	0	1	01	01	H4624_023_0	8	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	025	0	1	01	01	H4624_025_0	9	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	027	0	1	01	01	H4624_027_0	10	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	028	0	1	01	01	H4624_028_0	8	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	029	0	1	01	01	H4624_029_0	8	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	031	0	1	01	01	H4624_031_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	032	0	1	01	01	H4624_032_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	033	0	1	01	01	H4624_033_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	036	0	1	01	01	H4624_036_0	8	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	039	0	1	01	01	H4624_039_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	042	0	1	01	01	H4624_042_0	8	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4624	045	0	1	01	01	H4624_045_0	7	1																										1	2	2				2				1	1	1	2			2		2			1	01011		2																																																																																	
H4711	011	0	1	01	01	H4711_011_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4711	012	0	1	01	01	H4711_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4711	013	0	1	01	01	H4711_013_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4711	801	0	1	01	01	H4711_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H4711	801	0	1	01	01	H4711_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H4835	801	0	1	01	01	H4835_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H4835	801	0	1	01	01	H4835_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H4869	001	0	1	02	01	H4869_001_0	4	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																																																																																	
H4869	003	0	1	02	01	H4869_003_0	5	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H4869	011	0	1	02	01	H4869_011_0	4	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																																																																																	
H4869	013	0	1	02	01	H4869_013_0	5	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H4869	014	0	1	02	01	H4869_014_0	6	1																										1	2	1	100.00	5	2	2				2		2	2			2		2			1	01010		1																						Non-Medicare Covered In-Home Staff-Assisted Dialysis	2	2				2				2			2		2			2	1																																								
H4939	001	0	1	02	01	H4939_001_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H4982	022	0	1	02	01	H4982_022_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H4982	801	0	1	01	01	H4982_801_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H4982	801	0	1	01	01	H4982_801_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5050	004	0	1	01	01	H5050_004_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	009	0	1	01	01	H5050_009_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	022	0	1	01	01	H5050_022_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	024	0	1	01	01	H5050_024_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	025	0	1	01	01	H5050_025_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	026	0	1	01	01	H5050_026_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	027	0	1	01	01	H5050_027_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	028	0	1	01	01	H5050_028_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	029	0	1	01	01	H5050_029_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	030	0	1	01	01	H5050_030_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	031	0	1	01	01	H5050_031_0	4	1																																																																								Advanced Care At Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5050	032	0	1	01	01	H5050_032_0	4	1																																																																								Advanced Care at Home	2	2				2				2			2		1	0.00	0.00	1	1																																								
H5178	002	0	1	01	01	H5178_002_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5211	001	0	1	02	01	H5211_001_0	9	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5211	001	0	1	02	01	H5211_001_0	9	2																																																																																												Hospital at Home	2	2				2				1	0	20	2		1	0.00	150.00	1	2																				
H5211	002	0	1	02	01	H5211_002_0	10	2																																																																																												Hospital at Home	2	2				2				1	0	20	2		1	0.00	200.00	1	2																				
H5211	002	0	1	02	01	H5211_002_0	10	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5211	003	0	1	02	01	H5211_003_0	9	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5211	003	0	1	02	01	H5211_003_0	9	2																																																																																												Hospital at Home	2	2				2				1	0	20	2		1	0.00	200.00	1	2																				
H5211	004	0	1	02	01	H5211_004_0	11	2																																																																																												Hospital at Home	2	2				2				1	0	20	2		1	0.00	150.00	1	2																				
H5211	004	0	1	02	01	H5211_004_0	11	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5211	010	0	1	01	01	H5211_010_0	11	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5211	012	0	1	02	01	H5211_012_0	11	2																																																																																												Hospital at Home	2	2				2				1	0	20	2		1	0.00	250.00	1	2																				
H5211	012	0	1	02	01	H5211_012_0	11	1																																																			1	2	010	2				2				2			2		2			2	2																																																												
H5215	002	0	1	04	01	H5215_002_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	005	0	1	04	01	H5215_005_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	007	0	1	04	01	H5215_007_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	008	0	1	04	01	H5215_008_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	009	0	1	04	01	H5215_009_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	010	0	1	04	01	H5215_010_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	011	0	1	04	01	H5215_011_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	012	0	1	04	01	H5215_012_0	5	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	013	0	1	04	01	H5215_013_0	4	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5215	014	0	1	04	01	H5215_014_0	4	1	1	1	2	2	12	3		2				2				2			2		2			1	2																																																																																																										
H5216	242	0	1	04	01	H5216_242_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	243	0	1	04	01	H5216_243_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	257	0	1	04	01	H5216_257_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	277	0	1	04	01	H5216_277_0	4	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	352	0	1	04	01	H5216_352_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	353	0	1	04	01	H5216_353_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	362	0	1	04	01	H5216_362_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	369	0	1	04	01	H5216_369_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	400	0	1	04	01	H5216_400_0	5	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	401	0	1	04	01	H5216_401_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	402	0	1	04	01	H5216_402_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	413	0	1	04	01	H5216_413_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	416	0	1	04	01	H5216_416_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	432	0	1	04	01	H5216_432_0	3	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	444	0	1	04	01	H5216_444_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	446	0	1	04	01	H5216_446_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	447	0	1	04	01	H5216_447_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5216	453	0	1	04	01	H5216_453_0	2	1																										1	2	2				2				1	1	1	2			2		2			2	10000	Purchases must be coordinated by a care manager on the member's behalf through the plan's approved vendor.	1																																																																																	
H5262	001	0	1	01	01	H5262_001_0	4	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	45.00	2	2																																								
H5262	001	0	1	01	01	H5262_001_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	003	0	1	01	01	H5262_003_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	003	0	1	01	01	H5262_003_0	4	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	50.00	2	2																																								
H5262	004	0	1	01	01	H5262_004_0	3	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	004	0	1	01	01	H5262_004_0	3	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	50.00	2	2																																								
H5262	005	0	1	01	01	H5262_005_0	3	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	45.00	2	2																																								
H5262	005	0	1	01	01	H5262_005_0	3	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	007	0	1	01	01	H5262_007_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	008	0	1	01	01	H5262_008_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	009	0	1	01	01	H5262_009_0	3	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	010	0	1	01	01	H5262_010_0	3	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	021	0	1	01	01	H5262_021_0	4	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	60.00	2	2																																								
H5262	021	0	1	01	01	H5262_021_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	023	0	1	01	01	H5262_023_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	029	0	1	01	01	H5262_029_0	5	1																										1	2	2				2				2		2	2			2		2			2	00101		2																																																																																	
H5262	030	0	1	01	01	H5262_030_0	5	1																										1	2	2				2				2		2	2			2		2			2	00101		2																																																																																	
H5262	032	0	1	01	01	H5262_032_0	4	2																																																																								Hospital at Home	2	2				2				2			2		1	0.00	75.00	2	2																																								
H5262	032	0	1	01	01	H5262_032_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5262	033	0	1	01	01	H5262_033_0	4	1																										1	2	2				2				2		2	2			2		2			2	00101		1																																																																																	
H5302	012	0	1	01	01	H5302_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5302	020	0	1	01	01	H5302_020_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5302	022	0	1	01	01	H5302_022_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5302	024	0	1	01	01	H5302_024_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5302	026	0	1	01	01	H5302_026_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5302	809	0	1	01	01	H5302_809_0	1	1	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail Store	2	1	2	111	2				2				2			2		2			2	2																																																												
H5302	809	0	1	01	01	H5302_809_0	1	2	1	1	2	1				2				2				2			2		2			2	2	1	2	2				2				1	1	1	2			2		2			2	11000	Retail store	2	1	2	111	2				2				2			2		2			2	2	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																								
H5325	003	0	1	01	01	H5325_003_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	004	0	1	01	01	H5325_004_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	005	0	1	01	01	H5325_005_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	006	0	1	01	01	H5325_006_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	007	0	1	01	01	H5325_007_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	011	0	1	01	01	H5325_011_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	012	0	1	01	01	H5325_012_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	013	0	1	01	01	H5325_013_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	014	0	1	01	01	H5325_014_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5325	015	0	1	01	01	H5325_015_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	084	0	1	04	01	H5521_084_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	116	0	1	04	01	H5521_116_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	171	0	1	04	01	H5521_171_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	218	0	1	04	01	H5521_218_0	3	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	224	0	1	04	01	H5521_224_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
H5521	227	0	1	04	01	H5521_227_0	2	1																										1	2	2				2				1	1	1	2			2		1	0.00	0.00	1	00010		2																																																																																	
