pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_opt_oon_cat_id	pbp_d_opt_oon_identifier	pbp_d_opt_oon_type_id	pbp_d_opt_oon_yn	pbp_d_opt_oon_cstshrs_yn	pbp_d_opt_oon_coins_yn	pbp_d_opt_oon_coins_min_pct	pbp_d_opt_oon_coins_max_pct	pbp_d_opt_oon_copay_yn	pbp_d_opt_oon_copay_min_amt	pbp_d_opt_oon_copay_max_amt
H2001	133	0	1	04	01	H2001_133_0	4	16c2	001	2	1	1						
H2001	133	0	1	04	01	H2001_133_0	4	16c3	001	2	1	1						
H2001	133	0	1	04	01	H2001_133_0	4	16c4	001	2	1	1						
H2001	133	0	1	04	01	H2001_133_0	4	16c5	001	2	1	1						
H2001	133	0	1	04	01	H2001_133_0	4	16c7	001	2	1	1						
H2001	133	0	1	04	01	H2001_133_0	4	16c8	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b1	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b2	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b3	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b4	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b5	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16b6	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c1	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c10	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c2	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c3	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c4	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c5	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c7	001	2	1	1						
H2001	135	0	1	04	01	H2001_135_0	4	16c8	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b1	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b2	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b3	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b4	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b5	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16b6	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c1	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c10	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c2	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c3	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c4	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c5	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c7	001	2	1	1						
H2001	137	0	1	04	01	H2001_137_0	4	16c8	001	2	1	1						
H2172	001	0	1	02	01	H2172_001_0	5	16c1	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c10	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c2	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c3	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c4	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c7	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c8	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	17b1	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	17b2	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	17b3	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	17b4	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	18b1	001	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c1	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c10	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c2	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c3	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c4	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c7	002	2	2							
H2172	001	0	1	02	01	H2172_001_0	5	16c8	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c1	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c10	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c2	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c3	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c4	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c7	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c8	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	17b1	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	17b2	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	17b3	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	17b4	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	18b1	001	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c1	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c10	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c2	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c3	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c4	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c7	002	2	2							
H2172	002	0	1	02	01	H2172_002_0	4	16c8	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c1	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c10	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c2	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c3	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c4	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c7	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c8	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	17b1	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	17b2	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	17b3	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	17b4	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	18b1	001	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c1	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c10	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c2	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c3	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c4	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c7	002	2	2							
H2172	008	0	1	02	01	H2172_008_0	4	16c8	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c1	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c10	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c2	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c3	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c4	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c7	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c8	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	17b1	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	17b2	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	17b3	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	17b4	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	18b1	001	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c1	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c10	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c2	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c3	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c4	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c7	002	2	2							
H2172	009	0	1	02	01	H2172_009_0	4	16c8	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c1	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c10	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c2	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c3	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c4	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c7	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c8	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	17b1	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	17b2	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	17b3	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	17b4	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	18b1	001	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c1	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c10	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c2	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c3	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c4	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c7	002	2	2							
H2172	010	0	1	02	01	H2172_010_0	4	16c8	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c1	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c10	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c2	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c3	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c4	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c7	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c8	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	17b1	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	17b2	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	17b3	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	17b4	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	18b1	001	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c1	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c10	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c2	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c3	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c4	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c7	002	2	2							
H2172	013	0	1	02	01	H2172_013_0	4	16c8	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c1	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c10	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c2	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c3	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c4	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c7	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c8	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	17b1	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	17b2	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	17b3	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	17b4	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	18b1	001	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c1	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c10	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c2	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c3	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c4	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c7	002	2	2							
H2172	014	0	1	02	01	H2172_014_0	5	16c8	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c1	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c10	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c2	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c3	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c4	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c7	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c8	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	17b1	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	17b2	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	17b3	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	17b4	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	18b1	001	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c1	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c10	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c2	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c3	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c4	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c7	002	2	2							
H2172	020	0	1	02	01	H2172_020_0	4	16c8	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c1	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c10	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c2	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c3	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c4	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c7	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c8	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	17b1	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	17b2	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	17b3	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	17b4	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	18b1	001	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c1	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c10	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c2	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c3	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c4	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c7	002	2	2							
H2172	021	0	1	02	01	H2172_021_0	5	16c8	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c1	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c10	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c2	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c3	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c4	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c7	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c8	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	17b1	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	17b2	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	17b3	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	17b4	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	18b1	001	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c1	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c10	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c2	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c3	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c4	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c7	002	2	2							
H2172	022	0	1	02	01	H2172_022_0	5	16c8	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c1	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c10	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c2	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c3	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c4	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c7	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c8	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	17b1	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	17b2	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	17b3	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	17b4	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	18b1	001	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c1	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c10	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c2	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c3	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c4	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c7	002	2	2							
H2172	023	0	1	02	01	H2172_023_0	5	16c8	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c1	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c10	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c2	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c3	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c4	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c7	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c8	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	17b1	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	17b2	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	17b3	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	17b4	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	18b1	001	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c1	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c10	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c2	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c3	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c4	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c7	002	2	2							
H2172	024	0	1	02	01	H2172_024_0	4	16c8	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c1	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c10	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c2	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c3	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c4	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c7	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c8	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	17b1	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	17b2	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	17b3	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	17b4	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	18b1	001	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c1	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c10	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c2	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c3	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c4	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c7	002	2	2							
H2172	027	0	1	02	01	H2172_027_0	4	16c8	002	2	2							
H2320	022	1	1	02	01	H2320_022_1	6	16b2	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16b4	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16b5	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c1	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c10	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c2	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c4	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c6	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c7	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	16c8	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	17b1	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	17b2	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	17b3	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	17b4	001	2	1	1						
H2320	022	1	1	02	01	H2320_022_1	6	17b5	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16b2	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16b4	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16b5	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c1	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c10	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c2	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c4	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c6	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c7	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	16c8	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	17b1	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	17b2	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	17b3	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	17b4	001	2	1	1						
H2320	022	2	1	02	01	H2320_022_2	6	17b5	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16b2	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16b4	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16b5	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c1	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c10	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c2	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c4	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c6	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c7	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	16c8	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	17b1	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	17b2	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	17b3	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	17b4	001	2	1	1						
H2320	022	3	1	02	01	H2320_022_3	6	17b5	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16b2	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16b4	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16b5	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c1	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c10	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c2	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c4	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c6	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c7	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	16c8	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	17b1	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	17b2	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	17b3	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	17b4	001	2	1	1						
H2320	022	4	1	02	01	H2320_022_4	6	17b5	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16b2	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16b4	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16b5	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c1	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c10	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c2	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c4	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c6	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c7	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	16c8	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	17b1	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	17b2	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	17b3	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	17b4	001	2	1	1						
H2320	022	5	1	02	01	H2320_022_5	6	17b5	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16b2	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16b4	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16b5	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c1	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c10	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c2	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c4	001	2	2							
H2320	028	1	1	02	01	H2320_028_1	6	16c6	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c7	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	16c8	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	17b1	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	17b2	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	17b3	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	17b4	001	2	1	1						
H2320	028	1	1	02	01	H2320_028_1	6	17b5	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16b2	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16b4	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16b5	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c1	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c10	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c2	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c4	001	2	2							
H2320	028	2	1	02	01	H2320_028_2	6	16c6	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c7	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	16c8	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	17b1	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	17b2	001	2	1	1						
H2320	028	2	1	02	01	H2320_028_2	6	17b3	001	2	1	1						
