pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_opt_oon_cat_id	pbp_d_opt_oon_identifier	pbp_d_opt_oon_type_id	pbp_d_opt_oon_yn	pbp_d_opt_oon_cstshrs_yn	pbp_d_opt_oon_coins_yn	pbp_d_opt_oon_coins_min_pct	pbp_d_opt_oon_coins_max_pct	pbp_d_opt_oon_copay_yn	pbp_d_opt_oon_copay_min_amt	pbp_d_opt_oon_copay_max_amt
H0107	003	0	1	04	01	H0107_003_0	6	16c1	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c10	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c2	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c3	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c4	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c5	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c7	001	2	1	2	1	50	50	2		
H0107	003	0	1	04	01	H0107_003_0	6	16c8	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c2	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c3	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c4	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c5	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c7	001	2	1	2	1	50	50	2		
H0107	004	0	1	04	01	H0107_004_0	6	16c8	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16b1	001	2	1	1						
H0107	005	0	1	04	01	H0107_005_0	6	16b2	001	2	1	1						
H0107	005	0	1	04	01	H0107_005_0	6	16b4	001	2	1	1						
H0107	005	0	1	04	01	H0107_005_0	6	16c1	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c10	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c2	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c3	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c4	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c5	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c7	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	16c8	001	2	1	2	1	50	50	2		
H0107	005	0	1	04	01	H0107_005_0	6	17b1	001	2	1	1						
H0107	005	0	1	04	01	H0107_005_0	6	17b3	001	2	1	1						
H0107	005	0	1	04	01	H0107_005_0	6	17b4	001	2	1	1						
H0107	010	0	1	04	01	H0107_010_0	6	16c1	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c10	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c2	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c3	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c4	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c5	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c7	001	2	1	2	1	50	50	2		
H0107	010	0	1	04	01	H0107_010_0	6	16c8	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c2	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c3	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c4	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c5	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c7	001	2	1	2	1	50	50	2		
H0107	011	0	1	04	01	H0107_011_0	5	16c8	001	2	1	2	1	50	50	2		
H0294	002	0	1	04	01	H0294_002_0	4	16b1	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16b2	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16b3	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16b4	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16b5	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16b6	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c1	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c10	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c2	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c3	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c4	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c5	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c7	001	2	1	1						
H0294	002	0	1	04	01	H0294_002_0	4	16c8	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b1	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b2	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b3	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b4	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b5	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16b6	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c1	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c10	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c2	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c3	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c4	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c5	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c7	001	2	1	1						
H0294	004	0	1	04	01	H0294_004_0	4	16c8	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b1	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b2	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b3	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b4	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b5	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16b6	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c1	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c10	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c2	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c3	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c4	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c5	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c7	001	2	1	1						
H0294	014	0	1	04	01	H0294_014_0	3	16c8	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b1	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b2	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b3	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b4	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b5	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16b6	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c1	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c10	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c2	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c3	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c4	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c5	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c7	001	2	1	1						
H0294	015	0	1	04	01	H0294_015_0	4	16c8	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b1	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b2	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b3	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b4	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b5	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16b6	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c1	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c10	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c2	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c3	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c4	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c5	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c7	001	2	1	1						
H0294	016	0	1	04	01	H0294_016_0	4	16c8	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b1	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b2	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b3	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b4	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b5	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16b6	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c1	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c10	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c2	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c3	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c4	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c5	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c7	001	2	1	1						
H0294	017	0	1	04	01	H0294_017_0	4	16c8	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b1	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b2	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b3	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b4	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b5	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16b6	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c1	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c10	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c2	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c3	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c4	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c5	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c7	001	2	1	1						
H0294	032	0	1	04	01	H0294_032_0	4	16c8	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b1	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b2	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b3	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b4	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b5	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16b6	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c1	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c10	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c2	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c3	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c4	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c5	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c7	001	2	1	1						
H0294	048	0	1	04	01	H0294_048_0	4	16c8	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b1	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b2	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b3	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b4	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b5	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16b6	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c1	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c10	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c2	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c3	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c4	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c5	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c7	001	2	1	1						
H0432	003	0	1	02	01	H0432_003_0	4	16c8	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b1	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b2	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b3	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b4	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b5	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16b6	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c1	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c10	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c2	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c3	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c4	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c5	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c7	001	2	1	1						
H0432	004	0	1	02	01	H0432_004_0	4	16c8	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b1	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b2	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b3	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b4	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b5	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16b6	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c1	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c10	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c2	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c3	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c4	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c5	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c7	001	2	1	1						
H0432	017	0	1	02	01	H0432_017_0	4	16c8	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16b1	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16b2	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16b3	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16b4	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16b6	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c1	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c10	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c2	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c3	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c4	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c7	001	2	1	1						
H0473	005	0	1	04	01	H0473_005_0	3	16c8	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b1	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b2	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b3	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b4	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b5	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16b6	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c1	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c10	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c2	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c3	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c4	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c5	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c7	001	2	1	1						
H0543	035	0	1	02	01	H0543_035_0	4	16c8	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b1	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b2	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b3	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b4	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b5	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16b6	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c1	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c10	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c2	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c3	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c4	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c5	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c7	001	2	1	1						
H0543	086	0	1	02	01	H0543_086_0	4	16c8	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b1	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b2	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b3	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b4	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b5	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16b6	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c1	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c10	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c2	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c3	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c4	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c5	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c7	001	2	1	1						
H0543	121	0	1	02	01	H0543_121_0	3	16c8	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b1	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b2	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b3	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b4	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b5	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16b6	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c1	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c10	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c2	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c3	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c4	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c5	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c7	001	2	1	1						
H0543	140	0	1	02	01	H0543_140_0	4	16c8	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b1	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b2	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b3	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b4	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b5	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16b6	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c1	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c10	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c2	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c3	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c4	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c5	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c7	001	2	1	1						
H0543	145	0	1	02	01	H0543_145_0	4	16c8	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b1	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b2	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b3	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b4	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b5	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16b6	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c1	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c10	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c2	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c3	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c4	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c5	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c7	001	2	1	1						
H0543	152	0	1	02	01	H0543_152_0	4	16c8	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b1	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b2	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b3	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b4	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b5	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16b6	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c1	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c10	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c2	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c3	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c4	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c5	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c7	001	2	1	1						
H0543	188	0	1	02	01	H0543_188_0	4	16c8	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b1	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b2	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b3	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b4	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b5	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16b6	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c1	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c10	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c2	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c3	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c4	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c5	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c7	001	2	1	1						
H0543	189	0	1	02	01	H0543_189_0	4	16c8	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b1	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b2	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b3	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b4	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b5	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16b6	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c1	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c10	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c2	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c3	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c4	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c5	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c7	001	2	1	1						
H0543	193	0	1	02	01	H0543_193_0	4	16c8	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b1	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b2	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b3	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b4	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b5	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16b6	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c1	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c10	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c2	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c3	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c4	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c5	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c7	001	2	1	1						
H0543	204	0	1	02	01	H0543_204_0	4	16c8	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b1	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b2	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b3	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b4	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b5	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16b6	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c1	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c10	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c2	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c3	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c4	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c5	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c7	001	2	1	1						
H0543	214	0	1	02	01	H0543_214_0	5	16c8	001	2	1	1						
H0543	222	0	1	02	01	H0543_222_0	4	16b1	001	2	1	1						
