pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b7b_bendesc_yn	pbp_b7b_bendesc_ehc	pbp_b7b_bendesc_amo_rc	pbp_b7b_bendesc_lim_rc	pbp_b7b_bendesc_num_rc	pbp_b7b_bendesc_per_rc	pbp_b7b_bendesc_per_rc_d	pbp_b7b_addl_service_other	pbp_b7b_bendesc_amo_other	pbp_b7b_bendesc_lim_other	pbp_b7b_bendesc_num_other	pbp_b7b_bendesc_per_other	pbp_b7b_bendesc_per_other_d	pbp_b7b_maxplan_yn	pbp_b7b_maxplan_amt	pbp_b7b_maxplan_per	pbp_b7b_maxplan_per_d	pbp_b7b_coins_yn	pbp_b7b_coins_ehc	pbp_b7b_coins_pct_rc_min	pbp_b7b_coins_pct_rc_max	pbp_b7b_coins_pct_other_min	pbp_b7b_coins_pct_other_max	pbp_b7b_copay_yn	pbp_b7b_copay_ehc	pbp_b7b_copay_rc_amt_min	pbp_b7b_copay_rc_amt_max	pbp_b7b_copay_other_amt_min	pbp_b7b_copay_other_amt_max	pbp_b7b_auth_yn	pbp_b7b_refer_yn	pbp_b7f_bendesc_yn	pbp_b7f_bendesc_rf	pbp_b7f_bendesc_amo_rf	pbp_b7f_bendesc_lim_rf	pbp_b7f_bendesc_amt_rf	pbp_b7f_bendesc_per_rf	pbp_b7f_bendesc_per_rf_d	pbp_b7f_maxplan_yn	pbp_b7f_maxplan_amt	pbp_b7f_maxplan_per	pbp_b7f_maxplan_per_d	pbp_b7f_coins_yn	pbp_b7f_coins_ehc	pbp_b7f_coins_pct_rf_min	pbp_b7f_coins_pct_rf_max	pbp_b7f_copay_yn	pbp_b7f_copay_ehc	pbp_b7f_copay_rf_amt_min	pbp_b7f_copay_rf_amt_max	pbp_b7f_auth_yn	pbp_b7f_refer_yn
H5522	810	0	1	04	01	H5522_810_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	810	0	1	04	01	H5522_810_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	811	0	1	04	01	H5522_811_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	811	0	1	04	01	H5522_811_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	813	0	2	04	01	H5522_813_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	813	0	2	04	01	H5522_813_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	814	0	2	04	01	H5522_814_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	814	0	2	04	01	H5522_814_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	815	0	1	04	01	H5522_815_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	815	0	1	04	01	H5522_815_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	816	0	1	04	01	H5522_816_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	816	0	1	04	01	H5522_816_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	817	0	2	04	01	H5522_817_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	817	0	2	04	01	H5522_817_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	818	0	2	04	01	H5522_818_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	818	0	2	04	01	H5522_818_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	819	0	1	04	01	H5522_819_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	819	0	1	04	01	H5522_819_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	820	0	1	04	01	H5522_820_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	820	0	1	04	01	H5522_820_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	821	0	1	04	01	H5522_821_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	821	0	1	04	01	H5522_821_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	822	0	2	04	01	H5522_822_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	822	0	2	04	01	H5522_822_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	823	0	1	04	01	H5522_823_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	823	0	1	04	01	H5522_823_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	824	0	2	04	01	H5522_824_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	824	0	2	04	01	H5522_824_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	825	0	2	04	01	H5522_825_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	825	0	2	04	01	H5522_825_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	827	0	2	04	01	H5522_827_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	827	0	2	04	01	H5522_827_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	828	0	1	04	01	H5522_828_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	828	0	1	04	01	H5522_828_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	832	0	1	04	01	H5522_832_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	832	0	1	04	01	H5522_832_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	836	0	1	04	01	H5522_836_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	836	0	1	04	01	H5522_836_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	837	0	1	04	01	H5522_837_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	837	0	1	04	01	H5522_837_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5522	838	0	2	04	01	H5522_838_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H5522	838	0	2	04	01	H5522_838_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5593	801	0	1	01	01	H5593_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5593	801	0	1	01	01	H5593_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5793	801	0	1	01	01	H5793_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5793	801	0	1	01	01	H5793_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5793	802	0	1	01	01	H5793_802_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5793	802	0	1	01	01	H5793_802_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H5826	014	0	1	01	01	H5826_014_0	5	1																																1	1	2	2	8	3		2				2				2				2	2
H5826	017	0	1	01	01	H5826_017_0	6	1																																1	1	2	2	8	3		2				2				2				2	2
H6237	009	0	1	01	01	H6237_009_0	6	1																																1	1	2	2	6	3		2				2				1	10	0.00	0.00	2	2
H7149	801	0	1	01	01	H7149_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H7149	801	0	1	01	01	H7149_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H7301	803	0	1	04	01	H7301_803_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H7301	803	0	1	04	01	H7301_803_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H8332	801	0	1	01	01	H8332_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H8332	801	0	1	01	01	H8332_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H8649	801	0	1	01	01	H8649_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H8649	801	0	1	01	01	H8649_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H8649	803	0	1	01	01	H8649_803_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H8649	803	0	1	01	01	H8649_803_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
H9431	801	0	1	04	01	H9431_801_0	1	2	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				1	101	0	20	0	20	2						2	2	1	1	2	1				2				1	10	0	20	2				2	2
H9431	801	0	1	04	01	H9431_801_0	1	1	1	11	2	1				Non-Medicare (Other Chiropractic Services)	2	1				2				2						2						2	2	1	1	2	1				2				2				2				2	2
