pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc_oth	pbp_b13i_o1_bendesc_service	pbp_b13i_o1_bendesc_amo	pbp_b13i_o1_maxplan_yn	pbp_b13i_o1_maxplan_amt	pbp_b13i_o1_maxplan_per	pbp_b13i_o1_maxplan_per_d	pbp_b13i_o1_maxenr_yn	pbp_b13i_o1_maxenr_amt	pbp_b13i_o1_maxenr_per	pbp_b13i_o1_maxenr_per_d	pbp_b13i_o1_coins_yn	pbp_b13i_o1_coins_pct_min	pbp_b13i_o1_coins_pct_max	pbp_b13i_o1_ded_yn	pbp_b13i_o1_ded_amt	pbp_b13i_o1_copay_yn	pbp_b13i_o1_copay_amt_min	pbp_b13i_o1_copay_amt_max	pbp_b13i_o1_auth_yn	pbp_b13i_o1_refer_yn	pbp_b13i_o2_bendesc_service	pbp_b13i_o2_bendesc_amo	pbp_b13i_o2_maxplan_yn	pbp_b13i_o2_maxplan_amt	pbp_b13i_o2_maxplan_per	pbp_b13i_o2_maxplan_per_d	pbp_b13i_o2_maxenr_yn	pbp_b13i_o2_maxenr_amt	pbp_b13i_o2_maxenr_per	pbp_b13i_o2_maxenr_per_d	pbp_b13i_o2_coins_yn	pbp_b13i_o2_coins_pct_min	pbp_b13i_o2_coins_pct_max	pbp_b13i_o2_ded_yn	pbp_b13i_o2_ded_amt	pbp_b13i_o2_copay_yn	pbp_b13i_o2_copay_amt_min	pbp_b13i_o2_copay_amt_max	pbp_b13i_o2_auth_yn	pbp_b13i_o2_refer_yn	pbp_b13i_o3_bendesc_service	pbp_b13i_o3_bendesc_amo	pbp_b13i_o3_maxplan_yn	pbp_b13i_o3_maxplan_amt	pbp_b13i_o3_maxplan_per	pbp_b13i_o3_maxplan_per_d	pbp_b13i_o3_maxenr_yn	pbp_b13i_o3_maxenr_amt	pbp_b13i_o3_maxenr_per	pbp_b13i_o3_maxenr_per_d	pbp_b13i_o3_coins_yn	pbp_b13i_o3_coins_pct_min	pbp_b13i_o3_coins_pct_max	pbp_b13i_o3_ded_yn	pbp_b13i_o3_ded_amt	pbp_b13i_o3_copay_yn	pbp_b13i_o3_copay_amt_min	pbp_b13i_o3_copay_amt_max	pbp_b13i_o3_auth_yn	pbp_b13i_o3_refer_yn	pbp_b13i_o4_bendesc_service	pbp_b13i_o4_bendesc_amo	pbp_b13i_o4_maxplan_yn	pbp_b13i_o4_maxplan_amt	pbp_b13i_o4_maxplan_per	pbp_b13i_o4_maxplan_per_d	pbp_b13i_o4_maxenr_yn	pbp_b13i_o4_maxenr_amt	pbp_b13i_o4_maxenr_per	pbp_b13i_o4_maxenr_per_d	pbp_b13i_o4_coins_yn	pbp_b13i_o4_coins_pct_min	pbp_b13i_o4_coins_pct_max	pbp_b13i_o4_ded_yn	pbp_b13i_o4_ded_amt	pbp_b13i_o4_copay_yn	pbp_b13i_o4_copay_amt_min	pbp_b13i_o4_copay_amt_max	pbp_b13i_o4_auth_yn	pbp_b13i_o4_refer_yn	pbp_b13i_o5_bendesc_service	pbp_b13i_o5_bendesc_amo	pbp_b13i_o5_maxplan_yn	pbp_b13i_o5_maxplan_amt	pbp_b13i_o5_maxplan_per	pbp_b13i_o5_maxplan_per_d	pbp_b13i_o5_maxenr_yn	pbp_b13i_o5_maxenr_amt	pbp_b13i_o5_maxenr_per	pbp_b13i_o5_maxenr_per_d	pbp_b13i_o5_coins_yn	pbp_b13i_o5_coins_pct_min	pbp_b13i_o5_coins_pct_max	pbp_b13i_o5_ded_yn	pbp_b13i_o5_ded_amt	pbp_b13i_o5_copay_yn	pbp_b13i_o5_copay_amt_min	pbp_b13i_o5_copay_amt_max	pbp_b13i_o5_auth_yn	pbp_b13i_o5_refer_yn
H4004	056	0	1	02	01	H4004_056_0	7	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	065	0	1	02	01	H4004_065_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	066	0	1	02	01	H4004_066_0	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	068	0	1	01	01	H4004_068_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	069	0	1	01	01	H4004_069_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	070	0	1	02	01	H4004_070_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	071	0	1	02	01	H4004_071_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	072	1	1	01	01	H4004_072_1	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	072	2	1	01	01	H4004_072_2	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	072	3	1	01	01	H4004_072_3	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	073	1	1	02	01	H4004_073_1	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	073	2	1	02	01	H4004_073_2	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	073	3	1	02	01	H4004_073_3	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4140	002	0	1	01	01	H4140_002_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	004	0	1	01	01	H4140_004_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	012	0	1	01	01	H4140_012_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	013	0	1	01	01	H4140_013_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	016	0	1	01	01	H4140_016_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	017	0	1	01	01	H4140_017_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4140	018	0	1	01	01	H4140_018_0	8	1	01100	Personal Care	2	2				2				2			2		2			2	2	Pet Supplies	2	2				2				2			2		2			2	2																																																												
H4172	001	0	1	01	01	H4172_001_0	4	1	01000	Beauty and Barber Shop	2	2				2				2			2		2			2	2																																																																																
H4172	003	0	1	01	01	H4172_003_0	6	1	01000	Beauty and Barber Shop	2	2				2				2			2		2			2	2																																																																																
H4193	001	0	1	01	01	H4193_001_0	6	1	01100	Personal Care Items	2	1	0.00	7		2				2			2		2			2	2	Pet Care Items	2	1	0.00	7		2				2			2		2			2	2																																																												
H4286	002	0	1	01	01	H4286_002_0	6	1	01000	Pet Care and Supplies	2	1	0.00	7		2				2			2		2			2	2																																																																																
H4523	020	0	1	01	01	H4523_020_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	021	0	1	01	01	H4523_021_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	024	0	1	01	01	H4523_024_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	027	0	1	01	01	H4523_027_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	028	0	1	01	01	H4523_028_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	029	0	1	01	01	H4523_029_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	030	0	1	01	01	H4523_030_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	034	0	1	01	01	H4523_034_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	037	0	1	01	01	H4523_037_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	038	0	1	01	01	H4523_038_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	039	0	1	01	01	H4523_039_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	041	0	1	01	01	H4523_041_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	043	0	1	01	01	H4523_043_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	044	0	1	01	01	H4523_044_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4523	801	0	1	01	01	H4523_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H4523	802	0	1	01	01	H4523_802_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H4711	011	0	1	01	01	H4711_011_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4711	012	0	1	01	01	H4711_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4711	013	0	1	01	01	H4711_013_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4711	801	0	1	01	01	H4711_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H4835	801	0	1	01	01	H4835_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H4961	001	0	1	04	01	H4961_001_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H4961	003	0	1	04	01	H4961_003_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H4961	006	0	1	04	01	H4961_006_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H4982	022	0	1	02	01	H4982_022_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H4982	801	0	1	01	01	H4982_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5163	001	0	1	01	01	H5163_001_0	8	1	01000	Beauty Spa	2	1	20.00	7		2				2			2		2			1	1																																																																																
H5163	002	0	1	01	01	H5163_002_0	8	1	01000	Beauty Spa	2	1	15.00	7		2				2			2		2			1	1																																																																																
H5163	003	0	1	01	01	H5163_003_0	8	1	01000	Beauty Spa	2	1	15.00	7		2				2			2		2			1	1																																																																																
H5163	004	0	1	01	01	H5163_004_0	7	1	01000	Beauty Spa	2	1	10.00	7		2				2			2		2			1	1																																																																																
H5216	242	0	1	04	01	H5216_242_0	3	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	243	0	1	04	01	H5216_243_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	362	0	1	04	01	H5216_362_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	369	0	1	04	01	H5216_369_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	400	0	1	04	01	H5216_400_0	5	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	401	0	1	04	01	H5216_401_0	3	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	402	0	1	04	01	H5216_402_0	3	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	413	0	1	04	01	H5216_413_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	416	0	1	04	01	H5216_416_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	444	0	1	04	01	H5216_444_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	446	0	1	04	01	H5216_446_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	447	0	1	04	01	H5216_447_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5216	453	0	1	04	01	H5216_453_0	2	1	01000	Barber and Beauty Shop Care	2	2				2				2			2		2			1	2																																																																																
H5296	003	0	1	01	01	H5296_003_0	9	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	004	0	1	02	01	H5296_004_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	006	0	1	01	01	H5296_006_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	007	0	1	01	01	H5296_007_0	9	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	008	0	1	01	01	H5296_008_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	009	0	1	02	01	H5296_009_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	010	0	1	01	01	H5296_010_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5296	011	0	1	01	01	H5296_011_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5302	012	0	1	01	01	H5302_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5302	020	0	1	01	01	H5302_020_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5302	022	0	1	01	01	H5302_022_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5302	024	0	1	01	01	H5302_024_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5302	026	0	1	01	01	H5302_026_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5302	809	0	1	01	01	H5302_809_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5325	003	0	1	01	01	H5325_003_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	004	0	1	01	01	H5325_004_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	005	0	1	01	01	H5325_005_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	006	0	1	01	01	H5325_006_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	007	0	1	01	01	H5325_007_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	011	0	1	01	01	H5325_011_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	012	0	1	01	01	H5325_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	013	0	1	01	01	H5325_013_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	014	0	1	01	01	H5325_014_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5325	015	0	1	01	01	H5325_015_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5374	001	0	1	01	01	H5374_001_0	4	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	1																																																												
H5431	016	0	1	01	01	H5431_016_0	6	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5431	019	0	1	01	01	H5431_019_0	6	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5431	021	0	1	01	01	H5431_021_0	5	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5431	022	0	1	01	01	H5431_022_0	5	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5431	025	0	1	01	01	H5431_025_0	6	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5431	026	0	1	01	01	H5431_026_0	6	1	01000	Personal Hygiene Care	2	1	40.00	7		2				2			2		1	0.00	0.00	1	2																																																																																
H5472	001	0	1	02	01	H5472_001_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	002	0	1	02	01	H5472_002_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	003	0	1	02	01	H5472_003_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	004	0	1	02	01	H5472_004_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	007	0	1	02	01	H5472_007_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	009	0	1	02	01	H5472_009_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5472	010	0	1	02	01	H5472_010_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H5521	084	0	1	04	01	H5521_084_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	116	0	1	04	01	H5521_116_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	171	0	1	04	01	H5521_171_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	218	0	1	04	01	H5521_218_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	224	0	1	04	01	H5521_224_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	227	0	1	04	01	H5521_227_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	229	0	1	04	01	H5521_229_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	233	0	1	04	01	H5521_233_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	235	0	1	04	01	H5521_235_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	302	0	1	04	01	H5521_302_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	324	0	1	04	01	H5521_324_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	326	0	1	04	01	H5521_326_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	364	0	1	04	01	H5521_364_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	365	0	1	04	01	H5521_365_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	398	0	1	04	01	H5521_398_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	399	0	1	04	01	H5521_399_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	400	0	1	04	01	H5521_400_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	414	0	1	04	01	H5521_414_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	443	0	1	04	01	H5521_443_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	449	0	1	04	01	H5521_449_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	464	0	1	04	01	H5521_464_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	465	0	1	04	01	H5521_465_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	467	0	1	04	01	H5521_467_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	470	0	1	04	01	H5521_470_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	472	0	1	04	01	H5521_472_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	490	0	1	04	01	H5521_490_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	496	0	1	04	01	H5521_496_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	500	0	1	04	01	H5521_500_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	502	0	1	04	01	H5521_502_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	553	0	1	04	01	H5521_553_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	598	0	1	04	01	H5521_598_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	644	0	1	04	01	H5521_644_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	645	0	1	04	01	H5521_645_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	646	0	1	04	01	H5521_646_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	649	0	1	04	01	H5521_649_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5521	801	0	1	04	01	H5521_801_0	2	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5521	805	0	2	04	01	H5521_805_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	001	0	1	04	01	H5522_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5522	005	0	1	04	01	H5522_005_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5522	013	0	1	04	01	H5522_013_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H5522	802	0	1	04	01	H5522_802_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	803	0	1	04	01	H5522_803_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	808	0	2	04	01	H5522_808_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	809	0	2	04	01	H5522_809_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	810	0	1	04	01	H5522_810_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	811	0	1	04	01	H5522_811_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	813	0	2	04	01	H5522_813_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	814	0	2	04	01	H5522_814_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	815	0	1	04	01	H5522_815_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	816	0	1	04	01	H5522_816_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	817	0	2	04	01	H5522_817_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	818	0	2	04	01	H5522_818_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	819	0	1	04	01	H5522_819_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	820	0	1	04	01	H5522_820_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	821	0	1	04	01	H5522_821_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	822	0	2	04	01	H5522_822_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	823	0	1	04	01	H5522_823_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	824	0	2	04	01	H5522_824_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	825	0	2	04	01	H5522_825_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	827	0	2	04	01	H5522_827_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	828	0	1	04	01	H5522_828_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	832	0	1	04	01	H5522_832_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	836	0	1	04	01	H5522_836_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	837	0	1	04	01	H5522_837_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5522	838	0	2	04	01	H5522_838_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H5577	002	0	1	01	01	H5577_002_0	10	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	005	0	1	01	01	H5577_005_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	008	0	1	02	01	H5577_008_0	8	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
H5577	016	0	1	01	01	H5577_016_0	7	1	00111																					Pet food and supplies	2	1	0.00	7		2				2			2		2			2	2	Memory and Cognitive Function Support	2	1	0.00	7		2				2			2		2			2	2	Barber/Salon Services	2	2				2				2			2		2			2	2																				
