pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc_oth	pbp_b13i_o1_bendesc_service	pbp_b13i_o1_bendesc_amo	pbp_b13i_o1_maxplan_yn	pbp_b13i_o1_maxplan_amt	pbp_b13i_o1_maxplan_per	pbp_b13i_o1_maxplan_per_d	pbp_b13i_o1_maxenr_yn	pbp_b13i_o1_maxenr_amt	pbp_b13i_o1_maxenr_per	pbp_b13i_o1_maxenr_per_d	pbp_b13i_o1_coins_yn	pbp_b13i_o1_coins_pct_min	pbp_b13i_o1_coins_pct_max	pbp_b13i_o1_ded_yn	pbp_b13i_o1_ded_amt	pbp_b13i_o1_copay_yn	pbp_b13i_o1_copay_amt_min	pbp_b13i_o1_copay_amt_max	pbp_b13i_o1_auth_yn	pbp_b13i_o1_refer_yn	pbp_b13i_o2_bendesc_service	pbp_b13i_o2_bendesc_amo	pbp_b13i_o2_maxplan_yn	pbp_b13i_o2_maxplan_amt	pbp_b13i_o2_maxplan_per	pbp_b13i_o2_maxplan_per_d	pbp_b13i_o2_maxenr_yn	pbp_b13i_o2_maxenr_amt	pbp_b13i_o2_maxenr_per	pbp_b13i_o2_maxenr_per_d	pbp_b13i_o2_coins_yn	pbp_b13i_o2_coins_pct_min	pbp_b13i_o2_coins_pct_max	pbp_b13i_o2_ded_yn	pbp_b13i_o2_ded_amt	pbp_b13i_o2_copay_yn	pbp_b13i_o2_copay_amt_min	pbp_b13i_o2_copay_amt_max	pbp_b13i_o2_auth_yn	pbp_b13i_o2_refer_yn	pbp_b13i_o3_bendesc_service	pbp_b13i_o3_bendesc_amo	pbp_b13i_o3_maxplan_yn	pbp_b13i_o3_maxplan_amt	pbp_b13i_o3_maxplan_per	pbp_b13i_o3_maxplan_per_d	pbp_b13i_o3_maxenr_yn	pbp_b13i_o3_maxenr_amt	pbp_b13i_o3_maxenr_per	pbp_b13i_o3_maxenr_per_d	pbp_b13i_o3_coins_yn	pbp_b13i_o3_coins_pct_min	pbp_b13i_o3_coins_pct_max	pbp_b13i_o3_ded_yn	pbp_b13i_o3_ded_amt	pbp_b13i_o3_copay_yn	pbp_b13i_o3_copay_amt_min	pbp_b13i_o3_copay_amt_max	pbp_b13i_o3_auth_yn	pbp_b13i_o3_refer_yn	pbp_b13i_o4_bendesc_service	pbp_b13i_o4_bendesc_amo	pbp_b13i_o4_maxplan_yn	pbp_b13i_o4_maxplan_amt	pbp_b13i_o4_maxplan_per	pbp_b13i_o4_maxplan_per_d	pbp_b13i_o4_maxenr_yn	pbp_b13i_o4_maxenr_amt	pbp_b13i_o4_maxenr_per	pbp_b13i_o4_maxenr_per_d	pbp_b13i_o4_coins_yn	pbp_b13i_o4_coins_pct_min	pbp_b13i_o4_coins_pct_max	pbp_b13i_o4_ded_yn	pbp_b13i_o4_ded_amt	pbp_b13i_o4_copay_yn	pbp_b13i_o4_copay_amt_min	pbp_b13i_o4_copay_amt_max	pbp_b13i_o4_auth_yn	pbp_b13i_o4_refer_yn	pbp_b13i_o5_bendesc_service	pbp_b13i_o5_bendesc_amo	pbp_b13i_o5_maxplan_yn	pbp_b13i_o5_maxplan_amt	pbp_b13i_o5_maxplan_per	pbp_b13i_o5_maxplan_per_d	pbp_b13i_o5_maxenr_yn	pbp_b13i_o5_maxenr_amt	pbp_b13i_o5_maxenr_per	pbp_b13i_o5_maxenr_per_d	pbp_b13i_o5_coins_yn	pbp_b13i_o5_coins_pct_min	pbp_b13i_o5_coins_pct_max	pbp_b13i_o5_ded_yn	pbp_b13i_o5_ded_amt	pbp_b13i_o5_copay_yn	pbp_b13i_o5_copay_amt_min	pbp_b13i_o5_copay_amt_max	pbp_b13i_o5_auth_yn	pbp_b13i_o5_refer_yn
H1609	092	0	1	01	01	H1609_092_0	4	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H1609	094	0	1	01	01	H1609_094_0	4	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H1609	801	0	1	01	01	H1609_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H1609	807	0	1	01	01	H1609_807_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H1610	001	0	1	01	01	H1610_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H1644	001	0	1	01	01	H1644_001_0	4	1	01100	Personal Hygiene Items	2	2				2				2			2		2			2	1	Memory Support Items	2	2				2				2			2		2			2	1																																																												
H1692	005	0	1	01	01	H1692_005_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H1692	006	0	1	01	01	H1692_006_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H1692	801	0	1	01	01	H1692_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H2056	801	0	1	01	01	H2056_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H2056	802	0	1	01	01	H2056_802_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H2293	001	0	1	04	01	H2293_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	002	0	1	04	01	H2293_002_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	004	0	1	04	01	H2293_004_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	009	0	1	04	01	H2293_009_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	021	0	1	04	01	H2293_021_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	023	0	1	04	01	H2293_023_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	029	0	1	04	01	H2293_029_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	031	0	1	04	01	H2293_031_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	033	0	1	04	01	H2293_033_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2293	035	0	1	04	01	H2293_035_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2456	002	0	1	01	01	H2456_002_0	7	1	01100	Memory Support Kit	2	2				2				2			2		2			2	2	Stress Reduction Kit	2	2				2				2			2		2			2	2																																																												
H2630	001	0	1	01	01	H2630_001_0	7	1	01000	Beauty Spa	2	1	15.00	7		2				2			2		2			1	1																																																																																
H2630	002	0	1	01	01	H2630_002_0	7	1	01000	Beauty Spa	2	1	10.00	7		2				2			2		2			1	1																																																																																
H2663	039	0	1	01	01	H2663_039_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	052	0	1	01	01	H2663_052_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	053	0	1	01	01	H2663_053_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	056	0	1	01	01	H2663_056_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	057	0	1	02	01	H2663_057_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	064	0	1	01	01	H2663_064_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	067	0	1	01	01	H2663_067_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	097	0	1	01	01	H2663_097_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	098	0	1	01	01	H2663_098_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	099	0	1	01	01	H2663_099_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	100	0	1	01	01	H2663_100_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	102	0	1	01	01	H2663_102_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H2663	805	0	1	01	01	H2663_805_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3146	002	0	1	01	01	H3146_002_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	006	0	1	01	01	H3146_006_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	011	0	1	01	01	H3146_011_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	012	0	1	01	01	H3146_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	016	0	1	01	01	H3146_016_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	021	0	1	01	01	H3146_021_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	022	0	1	01	01	H3146_022_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	023	0	1	01	01	H3146_023_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	036	0	1	01	01	H3146_036_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	037	0	1	01	01	H3146_037_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	038	0	1	01	01	H3146_038_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	044	0	1	01	01	H3146_044_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3146	801	0	1	01	01	H3146_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3152	801	0	1	01	01	H3152_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3152	804	0	1	01	01	H3152_804_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3192	007	0	1	01	01	H3192_007_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3192	021	0	1	02	01	H3192_021_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3192	028	0	1	01	01	H3192_028_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3192	029	0	1	01	01	H3192_029_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3192	033	0	1	01	01	H3192_033_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3192	801	0	1	01	01	H3192_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3219	015	0	1	04	01	H3219_015_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3219	016	0	1	04	01	H3219_016_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3219	801	0	1	04	01	H3219_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3239	001	0	1	01	01	H3239_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	002	0	1	01	01	H3239_002_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	005	0	1	01	01	H3239_005_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	007	0	1	01	01	H3239_007_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	010	0	1	01	01	H3239_010_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	012	0	1	01	01	H3239_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	015	0	1	01	01	H3239_015_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	017	0	1	01	01	H3239_017_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	020	0	1	01	01	H3239_020_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	022	0	1	01	01	H3239_022_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	023	0	1	01	01	H3239_023_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	026	0	1	01	01	H3239_026_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	027	0	1	01	01	H3239_027_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	028	0	1	01	01	H3239_028_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3239	030	0	1	01	01	H3239_030_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	001	0	1	04	01	H3288_001_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	002	0	1	04	01	H3288_002_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	003	0	1	04	01	H3288_003_0	4	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	004	0	1	04	01	H3288_004_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	017	0	1	04	01	H3288_017_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	018	0	1	04	01	H3288_018_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	019	0	1	04	01	H3288_019_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	034	0	1	04	01	H3288_034_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	048	0	1	04	01	H3288_048_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	053	0	1	04	01	H3288_053_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3288	801	0	1	04	01	H3288_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3312	069	0	1	01	01	H3312_069_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	070	0	1	01	01	H3312_070_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	073	0	1	01	01	H3312_073_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	074	0	1	01	01	H3312_074_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	087	0	1	01	01	H3312_087_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	089	0	1	01	01	H3312_089_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	090	0	1	01	01	H3312_090_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	091	0	1	01	01	H3312_091_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3312	801	0	1	01	01	H3312_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3312	804	0	1	01	01	H3312_804_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3347	003	0	1	02	01	H3347_003_0	8	1	01000	Personal Hygeine	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3347	018	0	1	02	01	H3347_018_0	8	1	01000	Personal Hygeine	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3443	001	0	1	01	01	H3443_001_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3443	002	0	1	01	01	H3443_002_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3443	003	0	1	01	01	H3443_003_0	10	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3443	005	0	1	01	01	H3443_005_0	11	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3443	006	0	1	01	01	H3443_006_0	10	1	01000	Pet Services	2	2				2				2			2		2			1	1																																																																																
H3443	007	0	1	01	01	H3443_007_0	7	1	01000	Pet Services	2	2				2				2			2		2			1	1																																																																																
H3597	011	0	1	02	01	H3597_011_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3597	012	0	1	02	01	H3597_012_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3597	801	0	1	01	01	H3597_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3597	802	0	1	01	01	H3597_802_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3748	801	0	1	01	01	H3748_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3815	001	0	1	01	01	H3815_001_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	008	0	1	01	01	H3815_008_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	010	0	1	01	01	H3815_010_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	011	0	1	01	01	H3815_011_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	013	0	1	01	01	H3815_013_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	016	0	1	02	01	H3815_016_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	019	0	1	01	01	H3815_019_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	020	0	1	01	01	H3815_020_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	021	0	1	01	01	H3815_021_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	023	0	1	01	01	H3815_023_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	028	0	1	01	01	H3815_028_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	030	0	1	01	01	H3815_030_0	6	1	01000	Pet Servies	2	2				2				2			2		2			2	2																																																																																
H3815	031	0	1	01	01	H3815_031_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	033	0	1	01	01	H3815_033_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	034	0	1	01	01	H3815_034_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	035	0	1	01	01	H3815_035_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	038	0	1	01	01	H3815_038_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	039	0	1	01	01	H3815_039_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	040	0	1	01	01	H3815_040_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	041	0	1	01	01	H3815_041_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	042	0	1	01	01	H3815_042_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	044	0	1	01	01	H3815_044_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	045	0	1	01	01	H3815_045_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	046	0	1	01	01	H3815_046_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	047	0	1	01	01	H3815_047_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	048	0	1	01	01	H3815_048_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	049	0	1	01	01	H3815_049_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	050	0	1	01	01	H3815_050_0	8	1	01000	Pet Servies	2	2				2				2			2		2			2	2																																																																																
H3815	051	0	1	01	01	H3815_051_0	7	1	01000	Pet Servies	2	2				2				2			2		2			2	2																																																																																
H3815	052	0	1	01	01	H3815_052_0	6	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	053	0	1	01	01	H3815_053_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	054	0	1	01	01	H3815_054_0	8	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	055	0	1	01	01	H3815_055_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3815	056	0	1	01	01	H3815_056_0	7	1	01000	Pet Services	2	2				2				2			2		2			2	2																																																																																
H3928	001	0	1	01	01	H3928_001_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3928	801	0	1	01	01	H3928_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3928	803	0	1	01	01	H3928_803_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3931	095	0	1	02	01	H3931_095_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	099	0	1	02	01	H3931_099_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	100	0	1	02	01	H3931_100_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	157	0	1	01	01	H3931_157_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	160	0	1	01	01	H3931_160_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	175	0	1	01	01	H3931_175_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	188	0	1	01	01	H3931_188_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	191	0	1	01	01	H3931_191_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	196	0	1	01	01	H3931_196_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3931	801	0	1	01	01	H3931_801_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3931	804	0	1	01	01	H3931_804_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H3959	011	0	1	02	01	H3959_011_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	032	0	1	02	01	H3959_032_0	2	2	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	033	0	1	02	01	H3959_033_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	035	0	1	01	01	H3959_035_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	036	0	1	01	01	H3959_036_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	041	0	1	02	01	H3959_041_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	053	0	1	02	01	H3959_053_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	056	0	1	01	01	H3959_056_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	069	0	1	01	01	H3959_069_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	070	0	1	01	01	H3959_070_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	071	0	1	01	01	H3959_071_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	072	0	1	01	01	H3959_072_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	073	0	1	01	01	H3959_073_0	3	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	074	0	1	01	01	H3959_074_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	075	0	1	01	01	H3959_075_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	076	0	1	01	01	H3959_076_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	083	0	1	01	01	H3959_083_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	084	0	1	01	01	H3959_084_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	085	0	1	01	01	H3959_085_0	2	1	01000	Personal Care Items	2	2				2				2			2		1	0.00	0.00	2	2																																																																																
H3959	804	0	1	01	01	H3959_804_0	1	1	01000	Non-Medicare (Other)	2	2				2				2			2		2			2	2																																																																																
H4003	009	0	1	01	01	H4003_009_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4003	017	0	1	01	01	H4003_017_0	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4003	019	0	1	02	01	H4003_019_0	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4003	034	0	1	02	01	H4003_034_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4003	055	0	1	02	01	H4003_055_0	6	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4003	058	0	1	01	01	H4003_058_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
H4004	048	0	1	01	01	H4004_048_0	5	1	01010	PET CARE	2	2				2				2			2		2			2	2																					MEMORY AND COGNITIVE FUNCTION SUPPORT ITEMS	2	2				2				2			2		2			2	2																																								
