pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b14c_bendesc_yn	pbp_b14c_bendesc_ehc	pbp_b14c_bendesc_amo_hec	pbp_b14c_bendesc_amo_ntb	pbp_b14c_bendesc_lim_ntb	pbp_b14c_bendesc_num_ntb	pbp_b14c_bendesc_dur_ntb	pbp_b14c_bendesc_amo_sc	pbp_b14c_bendesc_visit_num_sc	pbp_b14c_bendesc_amo_mhc	pbp_b14c_bendesc_typ_mhc	pbp_b14c_bendesc_amo_edm	pbp_b14c_bendesc_amo_tm	pbp_b14c_bendesc_amo_rat	pbp_b14c_rat_bendesc_ehc	pbp_b14c_bendesc_amo_bsd	pbp_b14c_bendesc_amo_cs	pbp_b14c_bendesc_lim_cs	pbp_b14c_bendesc_num_cs	pbp_b14c_bendesc_dur_cs	pbp_b14c_bendesc_dur_num_cs	pbp_b14c_bendesc_amo_isa	pbp_b14c_bendesc_amo_prs	pbp_b14c_bendesc_amo_mnt	pbp_b14c_mnt_mcd_yn	pbp_b14c_mnt_mcd_unit	pbp_b14c_mnt_mcd_unit_d	pbp_b14c_mnt_mcd_num	pbp_b14c_mnt_nmcd_yn	pbp_b14c_mnt_nmcd_unit	pbp_b14c_mnt_nmcd_num	pbp_b14c_bendesc_amo_imr	pbp_b14c_bendesc_amo_rp	pbp_b14c_rp_bendesc_ehc	pbp_b14c_rp_bendesc_other	pbp_b14c_bendesc_amo_wig	pbp_b14c_bendesc_amo_wm	pbp_b14c_bendesc_amo_at	pbp_b14c_bendesc_lim_at	pbp_b14c_at_visits	pbp_b14c_bendesc_thp_msg	pbp_b14c_thp_msg_unlimited	pbp_b14c_thp_msg_num_amt	pbp_b14c_thp_msg_period	pbp_b14c_thp_msg_period_d	pbp_b14c_bendesc_adcs	pbp_b14c_bendesc_hbpc	pbp_b14c_bendesc_ihss	pbp_b14c_bendesc_sce	pbp_b14c_sce_type_chk	pbp_b14c_sce_note	pbp_b14c_maxplan_yn	pbp_b14c_maxplan_ehc	pbp_b14c_maxplan_amt_hec	pbp_b14c_maxplan_per_hec	pbp_b14c_maxplan_per_hec_d	pbp_b14c_maxplan_amt_ntb	pbp_b14c_maxplan_per_ntb	pbp_b14c_maxplan_per_ntb_d	pbp_b14c_maxplan_amt_sc	pbp_b14c_maxplan_per_sc	pbp_b14c_maxplan_per_sc_d	pbp_b14c_maxplan_amt_mhc	pbp_b14c_maxplan_per_mhc	pbp_b14c_maxplan_per_mhc_d	pbp_b14c_maxplan_amt_edm	pbp_b14c_maxplan_per_edm	pbp_b14c_maxplan_per_edm_d	pbp_b14c_maxplan_amt_tm	pbp_b14c_maxplan_per_tm	pbp_b14c_maxplan_per_tm_d	pbp_b14c_maxplan_amt_rat	pbp_b14c_maxplan_per_rat	pbp_b14c_maxplan_per_rat_d	pbp_b14c_maxplan_amt_bsd	pbp_b14c_maxplan_per_bsd	pbp_b14c_maxplan_per_bsd_d	pbp_b14c_maxplan_amt_cs	pbp_b14c_maxplan_per_cs	pbp_b14c_maxplan_per_cs_d	pbp_b14c_maxplan_amt_isa	pbp_b14c_maxplan_per_isa	pbp_b14c_maxplan_per_isa_d	pbp_b14c_maxplan_amt_prs	pbp_b14c_maxplan_per_prs	pbp_b14c_maxplan_per_prs_d	pbp_b14c_maxplan_amt_mnt	pbp_b14c_maxplan_per_mnt	pbp_b14c_maxplan_per_mnt_d	pbp_b14c_maxplan_amt_imr	pbp_b14c_maxplan_per_imr	pbp_b14c_maxplan_per_imr_d	pbp_b14c_maxplan_amt_rp	pbp_b14c_maxplan_per_rp	pbp_b14c_maxplan_per_rp_d	pbp_b14c_maxplan_amt_wig	pbp_b14c_maxplan_per_wig	pbp_b14c_maxplan_per_wig_d	pbp_b14c_maxplan_amt_wm	pbp_b14c_maxplan_per_wm	pbp_b14c_maxplan_per_wm_d	pbp_b14c_maxplan_amt_at	pbp_b14c_maxplan_per_at	pbp_b14c_maxplan_per_at_d	pbp_b14c_maxplan_amt_thms	pbp_b14c_maxplan_per_thms	pbp_b14c_maxplan_per_thms_d	pbp_b14c_maxplan_amt_adcs	pbp_b14c_maxplan_per_adcs	pbp_b14c_maxplan_per_adcs_d	pbp_b14c_maxplan_amt_hbpc	pbp_b14c_maxplan_per_hbpc	pbp_b14c_maxplan_per_hbpc_d	pbp_b14c_maxplan_amt_ihss	pbp_b14c_maxplan_per_ihss	pbp_b14c_maxplan_per_ihss_d	pbp_b14c_maxplan_amt_sce	pbp_b14c_maxplan_per_sce	pbp_b14c_maxplan_per_sce_d	pbp_b14c_maxenr_yn	pbp_b14c_maxenr_ehc	pbp_b14c_maxenr_amt_hec	pbp_b14c_maxenr_per_hec	pbp_b14c_maxenr_per_hec_d	pbp_b14c_maxenr_amt_ntb	pbp_b14c_maxenr_per_ntb	pbp_b14c_maxenr_per_ntb_d	pbp_b14c_maxenr_amt_sc	pbp_b14c_maxenr_per_sc	pbp_b14c_maxenr_per_sc_d	pbp_b14c_maxenr_amt_mhc	pbp_b14c_maxenr_per_mhc	pbp_b14c_maxenr_per_mhc_d	pbp_b14c_maxenr_amt_edm	pbp_b14c_maxenr_per_edm	pbp_b14c_maxenr_per_edm_d	pbp_b14c_maxenr_amt_tm	pbp_b14c_maxenr_per_tm	pbp_b14c_maxenr_per_tm_d	pbp_b14c_maxenr_amt_rat	pbp_b14c_maxenr_per_rat	pbp_b14c_maxenr_per_rat_d	pbp_b14c_maxenr_amt_bsd	pbp_b14c_maxenr_per_bsd	pbp_b14c_maxenr_per_bsd_d	pbp_b14c_maxenr_amt_cs	pbp_b14c_maxenr_per_cs	pbp_b14c_maxenr_per_cs_d	pbp_b14c_maxenr_amt_isa	pbp_b14c_maxenr_per_isa	pbp_b14c_maxenr_per_isa_d	pbp_b14c_maxenr_amt_prs	pbp_b14c_maxenr_per_prs	pbp_b14c_maxenr_per_prs_d	pbp_b14c_maxenr_amt_mnt	pbp_b14c_maxenr_per_mnt	pbp_b14c_maxenr_per_mnt_d	pbp_b14c_maxenr_amt_imr	pbp_b14c_maxenr_per_imr	pbp_b14c_maxenr_per_imr_d	pbp_b14c_maxenr_amt_rp	pbp_b14c_maxenr_per_rp	pbp_b14c_maxenr_per_rp_d	pbp_b14c_maxenr_amt_wig	pbp_b14c_maxenr_per_wig	pbp_b14c_maxenr_per_wig_d	pbp_b14c_maxenr_amt_wm	pbp_b14c_maxenr_per_wm	pbp_b14c_maxenr_per_wm_d	pbp_b14c_maxenr_amt_at	pbp_b14c_maxenr_per_at	pbp_b14c_maxenr_per_at_d	pbp_b14c_maxenr_amt_thmg	pbp_b14c_maxenr_per_thmg	pbp_b14c_maxenr_per_thmg_d	pbp_b14c_maxenr_amt_adcs	pbp_b14c_maxenr_per_adcs	pbp_b14c_maxenr_per_adcs_d	pbp_b14c_maxenr_amt_hbpc	pbp_b14c_maxenr_per_hbpc	pbp_b14c_maxenr_per_hbpc_d	pbp_b14c_maxenr_amt_ihss	pbp_b14c_maxenr_per_ihss	pbp_b14c_maxenr_per_ihss_d	pbp_b14c_maxenr_amt_sce	pbp_b14c_maxenr_per_sce	pbp_b14c_maxenr_per_sce_d	pbp_b14c_coins_yn	pbp_b14c_coins_ehc	pbp_b14c_coins_pct_min_hec	pbp_b14c_coins_pct_max_hec	pbp_b14c_coins_pct_min_ntb	pbp_b14c_coins_pct_max_ntb	pbp_b14c_coins_pct_min_sc	pbp_b14c_coins_pct_max_sc	pbp_b14c_coins_pct_min_mhc	pbp_b14c_coins_pct_max_mhc	pbp_b14c_coins_pct_min_edm	pbp_b14c_coins_pct_max_edm	pbp_b14c_coins_pct_min_tm	pbp_b14c_coins_pct_max_tm	pbp_b14c_coins_pct_min_rat_wp	pbp_b14c_coins_pct_max_rat_wp	pbp_b14c_coins_pct_min_rat_nh	pbp_b14c_coins_pct_max_rat_nh	pbp_b14c_coins_pct_min_bsd	pbp_b14c_coins_pct_max_bsd	pbp_b14c_coins_pct_min_cs	pbp_b14c_coins_pct_max_cs	pbp_b14c_coins_pct_min_isa	pbp_b14c_coins_pct_max_isa	pbp_b14c_coins_pct_min_prs	pbp_b14c_coins_pct_max_prs	pbp_b14c_coins_pct_min_mnt	pbp_b14c_coins_pct_max_mnt	pbp_b14c_coins_pct_min_imr	pbp_b14c_coins_pct_max_imr	pbp_b14c_coins_pct_min_rp	pbp_b14c_coins_pct_max_rp	pbp_b14c_coins_pct_min_wig	pbp_b14c_coins_pct_max_wig	pbp_b14c_coins_pct_min_wm	pbp_b14c_coins_pct_max_wm	pbp_b14c_coins_pct_min_at	pbp_b14c_coins_pct_max_at	pbp_b14c_coins_pct_min_thmg	pbp_b14c_coins_pct_max_thmg	pbp_b14c_coins_pct_min_adcs	pbp_b14c_coins_pct_max_adcs	pbp_b14c_coins_pct_min_hbpc	pbp_b14c_coins_pct_max_hbpc	pbp_b14c_coins_pct_min_ihss	pbp_b14c_coins_pct_max_ihss	pbp_b14c_coins_pct_min_sce	pbp_b14c_coins_pct_max_sce	pbp_b14c_ded_yn	pbp_b14c_ded_amt	pbp_b14c_copay_yn	pbp_b14c_copay_ehc	pbp_b14c_copay_hec_min_amt	pbp_b14c_copay_hec_max_amt	pbp_b14c_copay_ntb_min_amt	pbp_b14c_copay_ntb_max_amt	pbp_b14c_copay_sc_min_amt	pbp_b14c_copay_sc_max_amt	pbp_b14c_copay_mhc_min_amt	pbp_b14c_copay_mhc_max_amt	pbp_b14c_copay_edm_min_amt	pbp_b14c_copay_edm_max_amt	pbp_b14c_copay_tm_min_amt	pbp_b14c_copay_tm_max_amt	pbp_b14c_copay_rat_wp_min_amt	pbp_b14c_copay_rat_wp_max_amt	pbp_b14c_copay_rat_nh_min_amt	pbp_b14c_copay_rat_nh_max_amt	pbp_b14c_copay_bsd_min_amt	pbp_b14c_copay_bsd_max_amt	pbp_b14c_copay_cs_min_amt	pbp_b14c_copay_cs_max_amt	pbp_b14c_copay_isa_min_amt	pbp_b14c_copay_isa_max_amt	pbp_b14c_copay_prs_min_amt	pbp_b14c_copay_prs_max_amt	pbp_b14c_copay_mnt_min_amt	pbp_b14c_copay_mnt_max_amt	pbp_b14c_copay_imr_min_amt	pbp_b14c_copay_imr_max_amt	pbp_b14c_copay_rp_min_amt	pbp_b14c_copay_rp_max_amt	pbp_b14c_copay_wig_min_amt	pbp_b14c_copay_wig_max_amt	pbp_b14c_copay_wm_min_amt	pbp_b14c_copay_wm_max_amt	pbp_b14c_copay_at_min_amt	pbp_b14c_copay_at_max_amt	pbp_b14c_copay_min_amt_thmg	pbp_b14c_copay_max_amt_thmg	pbp_b14c_copay_min_amt_adcs	pbp_b14c_copay_max_amt_adcs	pbp_b14c_copay_min_amt_hbpc	pbp_b14c_copay_max_amt_hbpc	pbp_b14c_copay_min_amt_ihss	pbp_b14c_copay_max_amt_ihss	pbp_b14c_copay_min_amt_sce	pbp_b14c_copay_max_amt_sce	pbp_b14c_auth_yn	pbp_b14c_refer_yn
H5619	179	0	1	02	01	H5619_179_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5619	181	0	1	01	01	H5619_181_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5619	182	0	1	01	01	H5619_182_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	028	0	1	01	01	H5774_028_0	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	041	1	1	01	01	H5774_041_1	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	041	2	1	01	01	H5774_041_2	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	041	3	1	01	01	H5774_041_3	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	041	4	1	01	01	H5774_041_4	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	041	5	1	01	01	H5774_041_5	5	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	043	1	1	01	01	H5774_043_1	6	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	043	2	1	01	01	H5774_043_2	6	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	043	3	1	01	01	H5774_043_3	6	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	043	4	1	01	01	H5774_043_4	7	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	043	5	1	01	01	H5774_043_5	7	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5774	046	0	1	01	01	H5774_046_0	6	2	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H5793	801	0	1	01	01	H5793_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H5793	801	0	1	01	01	H5793_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5793	802	0	1	01	01	H5793_802_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H5793	802	0	1	01	01	H5793_802_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H5826	014	0	1	01	01	H5826_014_0	5	2	1	14c11;																					2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5826	017	0	1	01	01	H5826_017_0	6	2	1	14c11;																					2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H5852	001	0	1	01	01	H5852_001_0	6	1	1	14c18;																																							2	2	2	7								2																																																																				2																																																																				2																																																2		2																																																1	1
H5959	009	0	1	04	01	H5959_009_0	4	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	010	1	1	04	01	H5959_010_1	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	010	2	1	04	01	H5959_010_2	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	011	0	1	04	01	H5959_011_0	5	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	012	0	1	04	01	H5959_012_0	4	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	013	1	1	04	01	H5959_013_1	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	013	2	1	04	01	H5959_013_2	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	014	1	1	04	01	H5959_014_1	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	014	2	1	04	01	H5959_014_2	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	015	0	1	04	01	H5959_015_0	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	016	0	1	04	01	H5959_016_0	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	018	0	1	04	01	H5959_018_0	3	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	801	0	1	04	01	H5959_801_0	1	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	807	0	1	04	01	H5959_807_0	1	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	808	0	1	04	01	H5959_808_0	1	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5959	809	0	1	04	01	H5959_809_0	1	1	1	14c1;	2																																																	2																																																																				2																																																																				2																																																2		2																																																2	2
H5965	004	0	1	04	01	H5965_004_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5965	006	0	1	04	01	H5965_006_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H5970	020	0	1	04	01	H5970_020_0	7	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6154	001	0	1	02	01	H6154_001_0	4	1	1	14c8;14c20;														2																															2					1	14c8;																						600.00	3																																												2																																																																				2																																																2		2																																																2	2
H6351	005	0	1	01	01	H6351_005_0	6	1	1	14c6;											2																																							2																																																																				2																																																																				2																																																2		2																																																2	1
H6396	017	0	1	01	01	H6396_017_0	6	1	1	14c8;														2																																				1	14c8;																						0.00	7																																												2																																																																				2																																																2		2																																																2	2
H6550	004	0	1	02	01	H6550_004_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H6550	009	0	1	02	01	H6550_009_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H6622	008	0	1	01	01	H6622_008_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	015	0	1	01	01	H6622_015_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	017	0	1	01	01	H6622_017_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	018	0	1	01	01	H6622_018_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	027	0	1	02	01	H6622_027_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	033	0	1	01	01	H6622_033_0	2	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H6622	048	0	1	01	01	H6622_048_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	057	0	1	02	01	H6622_057_0	5	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H6622	078	1	1	01	01	H6622_078_1	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	078	2	1	01	01	H6622_078_2	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	079	0	1	01	01	H6622_079_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	084	0	1	01	01	H6622_084_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	087	0	1	01	01	H6622_087_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	098	0	1	01	01	H6622_098_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6622	101	0	1	01	01	H6622_101_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H6971	001	0	1	01	01	H6971_001_0	7	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H7149	801	0	1	01	01	H7149_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H7149	801	0	1	01	01	H7149_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H7284	010	0	1	04	01	H7284_010_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7301	803	0	1	04	01	H7301_803_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H7301	803	0	1	04	01	H7301_803_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	at plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	at plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H7435	001	0	1	01	01	H7435_001_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H7518	003	0	1	04	01	H7518_003_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H7557	001	0	1	01	01	H7557_001_0	6	1	1	14c17;																																				2	2	36												2																																																																				2																																																																				2																																																2		2																																																2	1
H7607	014	0	1	01	01	H7607_014_0	12	1	1	14c6;14c10;14c21;14c22;											2									2																										2	2	010		2																																																																				2																																																																				2																																																2		2																																																1	1
H7607	016	0	1	01	01	H7607_016_0	11	1	1	14c6;14c10;14c21;14c22;											2									2																										2	2	010		2																																																																				2																																																																				2																																																2		2																																																1	1
H7607	017	0	1	01	01	H7607_017_0	11	1	1	14c6;14c10;14c21;14c22;											2									2																										2	2	010		2																																																																				2																																																																				2																																																2		2																																																1	1
H7617	006	0	1	04	01	H7617_006_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	033	0	1	04	01	H7617_033_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	034	0	1	04	01	H7617_034_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	036	0	1	04	01	H7617_036_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	037	0	1	04	01	H7617_037_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	038	0	1	04	01	H7617_038_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	039	0	1	04	01	H7617_039_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	048	0	1	04	01	H7617_048_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	053	0	1	04	01	H7617_053_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H7617	063	0	1	04	01	H7617_063_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H7617	067	0	1	04	01	H7617_067_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	074	0	1	04	01	H7617_074_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	075	0	1	04	01	H7617_075_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	076	0	1	04	01	H7617_076_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	077	0	1	04	01	H7617_077_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	078	0	1	04	01	H7617_078_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	081	0	1	04	01	H7617_081_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	082	0	1	04	01	H7617_082_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	083	0	1	04	01	H7617_083_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	084	0	1	04	01	H7617_084_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	087	0	1	04	01	H7617_087_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	088	0	1	04	01	H7617_088_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	089	0	1	04	01	H7617_089_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7617	095	0	1	04	01	H7617_095_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H7617	113	0	1	04	01	H7617_113_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H7635	001	0	1	01	01	H7635_001_0	12	1	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H8189	001	0	1	02	01	H8189_001_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H8189	007	0	1	02	01	H8189_007_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H8332	801	0	1	01	01	H8332_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H8332	801	0	1	01	01	H8332_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H8390	015	0	1	01	01	H8390_015_0	6	1	1	14c8;														2																																				1	14c8;																						0.00	7																																												2																																																																				2																																																2		2																																																2	2
H8390	017	0	1	01	01	H8390_017_0	6	1	1	14c8;														2																																				1	14c8;																						0.00	7																																												2																																																																				2																																																2		2																																																2	2
H8457	001	0	1	01	01	H8457_001_0	4	1	1	14c17;																																				2	2	36												2																																																																				2																																																																				2																																																2		2																																																2	1
