pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b14c_bendesc_yn	pbp_b14c_bendesc_ehc	pbp_b14c_bendesc_amo_hec	pbp_b14c_bendesc_amo_ntb	pbp_b14c_bendesc_lim_ntb	pbp_b14c_bendesc_num_ntb	pbp_b14c_bendesc_dur_ntb	pbp_b14c_bendesc_amo_sc	pbp_b14c_bendesc_visit_num_sc	pbp_b14c_bendesc_amo_mhc	pbp_b14c_bendesc_typ_mhc	pbp_b14c_bendesc_amo_edm	pbp_b14c_bendesc_amo_tm	pbp_b14c_bendesc_amo_rat	pbp_b14c_rat_bendesc_ehc	pbp_b14c_bendesc_amo_bsd	pbp_b14c_bendesc_amo_cs	pbp_b14c_bendesc_lim_cs	pbp_b14c_bendesc_num_cs	pbp_b14c_bendesc_dur_cs	pbp_b14c_bendesc_dur_num_cs	pbp_b14c_bendesc_amo_isa	pbp_b14c_bendesc_amo_prs	pbp_b14c_bendesc_amo_mnt	pbp_b14c_mnt_mcd_yn	pbp_b14c_mnt_mcd_unit	pbp_b14c_mnt_mcd_unit_d	pbp_b14c_mnt_mcd_num	pbp_b14c_mnt_nmcd_yn	pbp_b14c_mnt_nmcd_unit	pbp_b14c_mnt_nmcd_num	pbp_b14c_bendesc_amo_imr	pbp_b14c_bendesc_amo_rp	pbp_b14c_rp_bendesc_ehc	pbp_b14c_rp_bendesc_other	pbp_b14c_bendesc_amo_wig	pbp_b14c_bendesc_amo_wm	pbp_b14c_bendesc_amo_at	pbp_b14c_bendesc_lim_at	pbp_b14c_at_visits	pbp_b14c_bendesc_thp_msg	pbp_b14c_thp_msg_unlimited	pbp_b14c_thp_msg_num_amt	pbp_b14c_thp_msg_period	pbp_b14c_thp_msg_period_d	pbp_b14c_bendesc_adcs	pbp_b14c_bendesc_hbpc	pbp_b14c_bendesc_ihss	pbp_b14c_bendesc_sce	pbp_b14c_sce_type_chk	pbp_b14c_sce_note	pbp_b14c_maxplan_yn	pbp_b14c_maxplan_ehc	pbp_b14c_maxplan_amt_hec	pbp_b14c_maxplan_per_hec	pbp_b14c_maxplan_per_hec_d	pbp_b14c_maxplan_amt_ntb	pbp_b14c_maxplan_per_ntb	pbp_b14c_maxplan_per_ntb_d	pbp_b14c_maxplan_amt_sc	pbp_b14c_maxplan_per_sc	pbp_b14c_maxplan_per_sc_d	pbp_b14c_maxplan_amt_mhc	pbp_b14c_maxplan_per_mhc	pbp_b14c_maxplan_per_mhc_d	pbp_b14c_maxplan_amt_edm	pbp_b14c_maxplan_per_edm	pbp_b14c_maxplan_per_edm_d	pbp_b14c_maxplan_amt_tm	pbp_b14c_maxplan_per_tm	pbp_b14c_maxplan_per_tm_d	pbp_b14c_maxplan_amt_rat	pbp_b14c_maxplan_per_rat	pbp_b14c_maxplan_per_rat_d	pbp_b14c_maxplan_amt_bsd	pbp_b14c_maxplan_per_bsd	pbp_b14c_maxplan_per_bsd_d	pbp_b14c_maxplan_amt_cs	pbp_b14c_maxplan_per_cs	pbp_b14c_maxplan_per_cs_d	pbp_b14c_maxplan_amt_isa	pbp_b14c_maxplan_per_isa	pbp_b14c_maxplan_per_isa_d	pbp_b14c_maxplan_amt_prs	pbp_b14c_maxplan_per_prs	pbp_b14c_maxplan_per_prs_d	pbp_b14c_maxplan_amt_mnt	pbp_b14c_maxplan_per_mnt	pbp_b14c_maxplan_per_mnt_d	pbp_b14c_maxplan_amt_imr	pbp_b14c_maxplan_per_imr	pbp_b14c_maxplan_per_imr_d	pbp_b14c_maxplan_amt_rp	pbp_b14c_maxplan_per_rp	pbp_b14c_maxplan_per_rp_d	pbp_b14c_maxplan_amt_wig	pbp_b14c_maxplan_per_wig	pbp_b14c_maxplan_per_wig_d	pbp_b14c_maxplan_amt_wm	pbp_b14c_maxplan_per_wm	pbp_b14c_maxplan_per_wm_d	pbp_b14c_maxplan_amt_at	pbp_b14c_maxplan_per_at	pbp_b14c_maxplan_per_at_d	pbp_b14c_maxplan_amt_thms	pbp_b14c_maxplan_per_thms	pbp_b14c_maxplan_per_thms_d	pbp_b14c_maxplan_amt_adcs	pbp_b14c_maxplan_per_adcs	pbp_b14c_maxplan_per_adcs_d	pbp_b14c_maxplan_amt_hbpc	pbp_b14c_maxplan_per_hbpc	pbp_b14c_maxplan_per_hbpc_d	pbp_b14c_maxplan_amt_ihss	pbp_b14c_maxplan_per_ihss	pbp_b14c_maxplan_per_ihss_d	pbp_b14c_maxplan_amt_sce	pbp_b14c_maxplan_per_sce	pbp_b14c_maxplan_per_sce_d	pbp_b14c_maxenr_yn	pbp_b14c_maxenr_ehc	pbp_b14c_maxenr_amt_hec	pbp_b14c_maxenr_per_hec	pbp_b14c_maxenr_per_hec_d	pbp_b14c_maxenr_amt_ntb	pbp_b14c_maxenr_per_ntb	pbp_b14c_maxenr_per_ntb_d	pbp_b14c_maxenr_amt_sc	pbp_b14c_maxenr_per_sc	pbp_b14c_maxenr_per_sc_d	pbp_b14c_maxenr_amt_mhc	pbp_b14c_maxenr_per_mhc	pbp_b14c_maxenr_per_mhc_d	pbp_b14c_maxenr_amt_edm	pbp_b14c_maxenr_per_edm	pbp_b14c_maxenr_per_edm_d	pbp_b14c_maxenr_amt_tm	pbp_b14c_maxenr_per_tm	pbp_b14c_maxenr_per_tm_d	pbp_b14c_maxenr_amt_rat	pbp_b14c_maxenr_per_rat	pbp_b14c_maxenr_per_rat_d	pbp_b14c_maxenr_amt_bsd	pbp_b14c_maxenr_per_bsd	pbp_b14c_maxenr_per_bsd_d	pbp_b14c_maxenr_amt_cs	pbp_b14c_maxenr_per_cs	pbp_b14c_maxenr_per_cs_d	pbp_b14c_maxenr_amt_isa	pbp_b14c_maxenr_per_isa	pbp_b14c_maxenr_per_isa_d	pbp_b14c_maxenr_amt_prs	pbp_b14c_maxenr_per_prs	pbp_b14c_maxenr_per_prs_d	pbp_b14c_maxenr_amt_mnt	pbp_b14c_maxenr_per_mnt	pbp_b14c_maxenr_per_mnt_d	pbp_b14c_maxenr_amt_imr	pbp_b14c_maxenr_per_imr	pbp_b14c_maxenr_per_imr_d	pbp_b14c_maxenr_amt_rp	pbp_b14c_maxenr_per_rp	pbp_b14c_maxenr_per_rp_d	pbp_b14c_maxenr_amt_wig	pbp_b14c_maxenr_per_wig	pbp_b14c_maxenr_per_wig_d	pbp_b14c_maxenr_amt_wm	pbp_b14c_maxenr_per_wm	pbp_b14c_maxenr_per_wm_d	pbp_b14c_maxenr_amt_at	pbp_b14c_maxenr_per_at	pbp_b14c_maxenr_per_at_d	pbp_b14c_maxenr_amt_thmg	pbp_b14c_maxenr_per_thmg	pbp_b14c_maxenr_per_thmg_d	pbp_b14c_maxenr_amt_adcs	pbp_b14c_maxenr_per_adcs	pbp_b14c_maxenr_per_adcs_d	pbp_b14c_maxenr_amt_hbpc	pbp_b14c_maxenr_per_hbpc	pbp_b14c_maxenr_per_hbpc_d	pbp_b14c_maxenr_amt_ihss	pbp_b14c_maxenr_per_ihss	pbp_b14c_maxenr_per_ihss_d	pbp_b14c_maxenr_amt_sce	pbp_b14c_maxenr_per_sce	pbp_b14c_maxenr_per_sce_d	pbp_b14c_coins_yn	pbp_b14c_coins_ehc	pbp_b14c_coins_pct_min_hec	pbp_b14c_coins_pct_max_hec	pbp_b14c_coins_pct_min_ntb	pbp_b14c_coins_pct_max_ntb	pbp_b14c_coins_pct_min_sc	pbp_b14c_coins_pct_max_sc	pbp_b14c_coins_pct_min_mhc	pbp_b14c_coins_pct_max_mhc	pbp_b14c_coins_pct_min_edm	pbp_b14c_coins_pct_max_edm	pbp_b14c_coins_pct_min_tm	pbp_b14c_coins_pct_max_tm	pbp_b14c_coins_pct_min_rat_wp	pbp_b14c_coins_pct_max_rat_wp	pbp_b14c_coins_pct_min_rat_nh	pbp_b14c_coins_pct_max_rat_nh	pbp_b14c_coins_pct_min_bsd	pbp_b14c_coins_pct_max_bsd	pbp_b14c_coins_pct_min_cs	pbp_b14c_coins_pct_max_cs	pbp_b14c_coins_pct_min_isa	pbp_b14c_coins_pct_max_isa	pbp_b14c_coins_pct_min_prs	pbp_b14c_coins_pct_max_prs	pbp_b14c_coins_pct_min_mnt	pbp_b14c_coins_pct_max_mnt	pbp_b14c_coins_pct_min_imr	pbp_b14c_coins_pct_max_imr	pbp_b14c_coins_pct_min_rp	pbp_b14c_coins_pct_max_rp	pbp_b14c_coins_pct_min_wig	pbp_b14c_coins_pct_max_wig	pbp_b14c_coins_pct_min_wm	pbp_b14c_coins_pct_max_wm	pbp_b14c_coins_pct_min_at	pbp_b14c_coins_pct_max_at	pbp_b14c_coins_pct_min_thmg	pbp_b14c_coins_pct_max_thmg	pbp_b14c_coins_pct_min_adcs	pbp_b14c_coins_pct_max_adcs	pbp_b14c_coins_pct_min_hbpc	pbp_b14c_coins_pct_max_hbpc	pbp_b14c_coins_pct_min_ihss	pbp_b14c_coins_pct_max_ihss	pbp_b14c_coins_pct_min_sce	pbp_b14c_coins_pct_max_sce	pbp_b14c_ded_yn	pbp_b14c_ded_amt	pbp_b14c_copay_yn	pbp_b14c_copay_ehc	pbp_b14c_copay_hec_min_amt	pbp_b14c_copay_hec_max_amt	pbp_b14c_copay_ntb_min_amt	pbp_b14c_copay_ntb_max_amt	pbp_b14c_copay_sc_min_amt	pbp_b14c_copay_sc_max_amt	pbp_b14c_copay_mhc_min_amt	pbp_b14c_copay_mhc_max_amt	pbp_b14c_copay_edm_min_amt	pbp_b14c_copay_edm_max_amt	pbp_b14c_copay_tm_min_amt	pbp_b14c_copay_tm_max_amt	pbp_b14c_copay_rat_wp_min_amt	pbp_b14c_copay_rat_wp_max_amt	pbp_b14c_copay_rat_nh_min_amt	pbp_b14c_copay_rat_nh_max_amt	pbp_b14c_copay_bsd_min_amt	pbp_b14c_copay_bsd_max_amt	pbp_b14c_copay_cs_min_amt	pbp_b14c_copay_cs_max_amt	pbp_b14c_copay_isa_min_amt	pbp_b14c_copay_isa_max_amt	pbp_b14c_copay_prs_min_amt	pbp_b14c_copay_prs_max_amt	pbp_b14c_copay_mnt_min_amt	pbp_b14c_copay_mnt_max_amt	pbp_b14c_copay_imr_min_amt	pbp_b14c_copay_imr_max_amt	pbp_b14c_copay_rp_min_amt	pbp_b14c_copay_rp_max_amt	pbp_b14c_copay_wig_min_amt	pbp_b14c_copay_wig_max_amt	pbp_b14c_copay_wm_min_amt	pbp_b14c_copay_wm_max_amt	pbp_b14c_copay_at_min_amt	pbp_b14c_copay_at_max_amt	pbp_b14c_copay_min_amt_thmg	pbp_b14c_copay_max_amt_thmg	pbp_b14c_copay_min_amt_adcs	pbp_b14c_copay_max_amt_adcs	pbp_b14c_copay_min_amt_hbpc	pbp_b14c_copay_max_amt_hbpc	pbp_b14c_copay_min_amt_ihss	pbp_b14c_copay_max_amt_ihss	pbp_b14c_copay_min_amt_sce	pbp_b14c_copay_max_amt_sce	pbp_b14c_auth_yn	pbp_b14c_refer_yn
H1112	047	0	1	02	01	H1112_047_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1112	048	0	1	02	01	H1112_048_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1206	801	0	1	01	01	H1206_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H1206	801	0	1	01	01	H1206_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H1215	001	0	1	02	01	H1215_001_0	9	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1365	001	0	1	04	01	H1365_001_0	5	2	1	14c8;														2																																				1	14c8;																						200.00	3																																												2																																																																				2																																																2		2																																																2	2
H1365	005	0	1	04	01	H1365_005_0	5	2	1	14c8;														2																																				1	14c8;																						200.00	3																																												2																																																																				2																																																2		2																																																2	2
H1395	001	0	1	04	01	H1395_001_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1396	001	0	1	01	01	H1396_001_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1416	033	0	1	02	01	H1416_033_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1416	034	0	1	02	01	H1416_034_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1416	035	0	1	02	01	H1416_035_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1416	043	0	1	02	01	H1416_043_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1416	044	0	1	02	01	H1416_044_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1416	081	0	1	02	01	H1416_081_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1468	017	0	1	01	01	H1468_017_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1526	003	0	1	02	01	H1526_003_0	5	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H1526	004	0	1	02	01	H1526_004_0	4	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H1526	009	0	1	02	01	H1526_009_0	4	3	1	14c21;																																														2				2																																																																				2																																																																				2																																																2		2																																																2	2
H1608	027	0	1	04	01	H1608_027_0	2	2	1	14c8;														2																																				1	14c8;																						150.00	3																																												2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1608	801	0	1	04	01	H1608_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H1608	801	0	1	04	01	H1608_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	at plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	at plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H1609	801	0	1	01	01	H1609_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H1609	801	0	1	01	01	H1609_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H1609	807	0	1	01	01	H1609_807_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H1609	807	0	1	01	01	H1609_807_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H1644	001	0	1	01	01	H1644_001_0	4	1	1	14c17;																																				2	2	36												2																																																																				2																																																																				2																																																2		2																																																2	1
H1664	005	0	1	02	01	H1664_005_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1664	012	0	1	02	01	H1664_012_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1692	801	0	1	01	01	H1692_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H1692	801	0	1	01	01	H1692_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H1862	003	0	1	02	01	H1862_003_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1862	004	0	1	02	01	H1862_004_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1862	006	0	1	02	01	H1862_006_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1914	008	0	1	04	01	H1914_008_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H1951	032	0	1	01	01	H1951_032_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1951	041	0	1	01	01	H1951_041_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1951	044	0	1	01	01	H1951_044_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1951	056	0	1	01	01	H1951_056_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1951	057	0	1	01	01	H1951_057_0	5	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1951	061	0	1	01	01	H1951_061_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H1961	003	0	1	02	01	H1961_003_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	014	1	1	02	01	H1961_014_1	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	014	2	1	02	01	H1961_014_2	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	014	3	1	02	01	H1961_014_3	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	014	4	1	02	01	H1961_014_4	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	017	0	1	02	01	H1961_017_0	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	019	0	1	02	01	H1961_019_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	020	0	1	02	01	H1961_020_0	4	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	022	0	1	02	01	H1961_022_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	023	0	1	02	01	H1961_023_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	024	0	1	02	01	H1961_024_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	025	0	1	02	01	H1961_025_0	4	2	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H1961	026	0	1	02	01	H1961_026_0	3	1	1	14c22;																																															2	010		2																																																																				2																																																																				2																																																2		1	14c22;																																													0.00	0.00	1	2
H2056	801	0	1	01	01	H2056_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H2056	801	0	1	01	01	H2056_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H2056	802	0	1	01	01	H2056_802_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H2056	802	0	1	01	01	H2056_802_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H2117	002	0	1	04	01	H2117_002_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2174	001	0	1	02	01	H2174_001_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2174	012	0	1	02	01	H2174_012_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2174	013	0	1	02	01	H2174_013_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2422	002	0	1	01	01	H2422_002_0	7	1	1	14c22;																																															2	111	Psychotherapy and transportation for caregivers. See note for further detail.	2																																																																				2																																																																				2																																																2		2																																																2	2
H2491	025	0	1	02	01	H2491_025_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2491	032	1	1	02	01	H2491_032_1	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2491	032	2	1	02	01	H2491_032_2	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2491	033	1	1	02	01	H2491_033_1	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2491	033	2	1	02	01	H2491_033_2	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2663	805	0	1	01	01	H2663_805_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H2663	805	0	1	01	01	H2663_805_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H2775	112	0	1	04	01	H2775_112_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2775	115	0	1	04	01	H2775_115_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2875	001	0	1	02	01	H2875_001_0	3	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H2875	002	0	1	02	01	H2875_002_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H2875	003	0	1	01	01	H2875_003_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H2875	004	0	1	01	01	H2875_004_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H2875	005	0	1	01	01	H2875_005_0	4	1	1	14c8;14c11;														2							2																													2																																																																				2																																																																				2																																																2		2																																																2	2
H2875	006	0	1	02	01	H2875_006_0	4	1	1	14c8;14c10;14c11;14c15;14c19;14c21;14c22;														2						2	2													2										2		2	2	011		2																																																																				2																																																																				2																																																2		2																																																1	2
H2915	002	0	1	02	01	H2915_002_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H2915	018	0	1	02	01	H2915_018_0	8	1	1	14c8;														2																																				2																																																																				2																																																																				2																																																2		1	14c8;																	0.00	0.00																													2	2
H3146	801	0	1	01	01	H3146_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H3146	801	0	1	01	01	H3146_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H3152	801	0	1	01	01	H3152_801_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
H3152	801	0	1	01	01	H3152_801_0	1	2	1	14c1;14c2;14c3;14c4;14c5;14c6;14c7;14c8;14c9;14c10;14c11;14c12;14c13;14c14;14c15;14c16;14c17;14c18;14c19;14c20;14c21;14c22;	2	2	1		3	2	9999	2	111	2	2	2	11	2	2	1		3	999	2	2	2	1	2		999	1	2	999	2	2	1111	At plan sponsor discretion	2	2	2	1		2	1				2	2	2	2	100	At plan sponsor discretion	2																																																																				2																																																																				2																																																2		2																																																2	2
H3152	804	0	1	01	01	H3152_804_0	1	1	1	14c3;14c5;14c6;14c8;14c11;14c16;14c17;						2	9999			2	2			2							2														2	2	1													2																																																																				2																																																																				2																																																2		2																																																2	2
