pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b18a_bendesc_yn	pbp_b18a_bendesc_ehc	pbp_b18a_bendesc_amo_rht	pbp_b18a_bendesc_lim_rht	pbp_b18a_bendesc_numv_cl	pbp_b18a_bendesc_per_rht	pbp_b18a_bendesc_per_rht_d	pbp_b18a_bendesc_amo_fha	pbp_b18a_bendesc_lim_fha	pbp_b18a_bendesc_numv_fha	pbp_b18a_bendesc_per_fha	pbp_b18a_bendesc_per_fha_d	pbp_b18a_maxplan_yn	pbp_b18a_maxplan_in_oon	pbp_b18a_maxplan_amt	pbp_b18a_maxplan_per	pbp_b18a_maxplan_per_d	pbp_b18a_ded_nmc_yn	pbp_b18a_ded_nmc_amt	pbp_b18a_coins_yn	pbp_b18a_coins_ehc	pbp_b18a_coins_pct_rht	pbp_b18a_coins_pct_max_rht	pbp_b18a_coins_pct_fha	pbp_b18a_coins_pct_max_fha	pbp_b18a_copay_yn	pbp_b18a_copay_ehc	pbp_b18a_copay_amt_rht	pbp_b18a_copay_amt_max_rht	pbp_b18a_copay_amt_fha	pbp_b18a_copay_amt_max_fha	pbp_b18a_auth_yn	pbp_b18a_refer_yn	pbp_b18b_bendesc_yn	pbp_b18b_bendesc_ehc	pbp_b18b_bendesc_amo_at	pbp_b18b_bendesc_lim_at	pbp_b18b_bendesc_numv_at	pbp_b18b_bendesc_per_at	pbp_b18b_bendesc_per_at_d	pbp_b18b_bendesc_amo_ie	pbp_b18b_bendesc_lim_ie	pbp_b18b_bendesc_numv_ie	pbp_b18b_bendesc_per_ie	pbp_b18b_bendesc_per_ie_d	pbp_b18b_bendesc_amo_oe	pbp_b18b_bendesc_lim_oe	pbp_b18b_bendesc_numv_oe	pbp_b18b_bendesc_per_oe	pbp_b18b_bendesc_per_oe_d	pbp_b18b_bendesc_amo_ote	pbp_b18b_bendesc_lim_ote	pbp_b18b_bendesc_numv_ote	pbp_b18b_bendesc_per_ote	pbp_b18b_bendesc_per_ote_d	pbp_b18b_maxplan_yn	pbp_b18b_maxplan_perear	pbp_b18b_maxplan_type	pbp_b18b_maxplan_in_oon	pbp_b18b_maxplan_amt	pbp_b18b_maxplan_per	pbp_b18b_maxplan_per_d	pbp_b18b_maxenr_yn	pbp_b18b_maxenr_type	pbp_b18b_maxenr_amt	pbp_b18b_maxenr_per	pbp_b18b_maxenr_per_d	pbp_b18b_coins_yn	pbp_b18b_coins_ehc	pbp_b18b_coins_pct_at_min	pbp_b18b_coins_pct_at_max	pbp_b18b_coins_pct_ie_min	pbp_b18b_coins_pct_ie_max	pbp_b18b_coins_pct_oe_min	pbp_b18b_coins_pct_oe_max	pbp_b18b_coins_pct_ote_min	pbp_b18b_coins_pct_ote_max	pbp_b18b_copay_yn	pbp_b18b_copay_ehc	pbp_b18b_copay_at_min_amt	pbp_b18b_copay_at_max_amt	pbp_b18b_copay_amt_per_ie_min	pbp_b18b_copay_amt_per_ie_max	pbp_b18b_copay_amt_p2_ie_min	pbp_b18b_copay_amt_p2_ie_max	pbp_b18b_copay_amt_per_oe_min	pbp_b18b_copay_amt_per_oe_max	pbp_b18b_copay_amt_p2_oe_min	pbp_b18b_copay_amt_p2_oe_max	pbp_b18b_copay_amt_per_ote_min	pbp_b18b_copay_amt_per_ote_max	pbp_b18b_copay_amt_p2_ote_min	pbp_b18b_copay_amt_p2_ote_max	pbp_b18b_ded_yn	pbp_b18b_ded_amt	pbp_b18b_auth_yn	pbp_b18b_refer_yn	pbp_b18c_bendesc_amo	pbp_b18c_maxplan_yn	pbp_b18c_maxplan_aid_type	pbp_b18c_maxplan_in_oon	pbp_b18c_maxplan_amt	pbp_b18c_maxplan_per	pbp_b18c_maxplan_per_desc	pbp_b18c_maxenr_yn	pbp_b18c_maxenr_amt	pbp_b18c_maxenr_per	pbp_b18c_maxenr_per_desc	pbp_b18c_ded_yn	pbp_b18c_ded_amt	pbp_b18c_bendesc_lim	pbp_b18c_bendesc_num	pbp_b18c_bendesc_per	pbp_b18c_bendesc_desc	pbp_b18c_coins_yn	pbp_b18c_coins_pct	pbp_b18c_coins_pct_min	pbp_b18c_coins_pct_max	pbp_b18c_copay_yn	pbp_b18c_copay_amt	pbp_b18c_copay_amt_min	pbp_b18c_copay_amt_max	pbp_b18c_auth_yn	pbp_b18c_refer_yn
H3928	801	0	1	01	01	H3928_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3928	801	0	1	01	01	H3928_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3928	803	0	1	01	01	H3928_803_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3928	803	0	1	01	01	H3928_803_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3931	801	0	1	01	01	H3931_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3931	801	0	1	01	01	H3931_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3931	804	0	1	01	01	H3931_804_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3931	804	0	1	01	01	H3931_804_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3959	804	0	1	01	01	H3959_804_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H3959	804	0	1	01	01	H3959_804_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	009	0	1	01	01	H4003_009_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	017	0	1	01	01	H4003_017_0	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	019	0	1	02	01	H4003_019_0	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	034	0	1	02	01	H4003_034_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	055	0	1	02	01	H4003_055_0	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4003	058	0	1	01	01	H4003_058_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	048	0	1	01	01	H4004_048_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	056	0	1	02	01	H4004_056_0	7	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	065	0	1	02	01	H4004_065_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	066	0	1	02	01	H4004_066_0	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	068	0	1	01	01	H4004_068_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	069	0	1	01	01	H4004_069_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	070	0	1	02	01	H4004_070_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	071	0	1	02	01	H4004_071_0	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	072	1	1	01	01	H4004_072_1	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	072	2	1	01	01	H4004_072_2	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	072	3	1	01	01	H4004_072_3	5	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	073	1	1	02	01	H4004_073_1	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	073	2	1	02	01	H4004_073_2	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4004	073	3	1	02	01	H4004_073_3	6	1	1	10						2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4329	001	0	1	01	01	H4329_001_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4461	022	0	1	01	01	H4461_022_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4461	038	0	1	01	01	H4461_038_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4461	052	0	1	01	01	H4461_052_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4461	066	0	1	01	01	H4461_066_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4523	801	0	1	01	01	H4523_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4523	801	0	1	01	01	H4523_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4523	802	0	1	01	01	H4523_802_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4523	802	0	1	01	01	H4523_802_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4711	801	0	1	01	01	H4711_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4711	801	0	1	01	01	H4711_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4835	801	0	1	01	01	H4835_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4835	801	0	1	01	01	H4835_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4939	001	0	1	02	01	H4939_001_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H4982	801	0	1	01	01	H4982_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H4982	801	0	1	01	01	H4982_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5178	002	0	1	01	01	H5178_002_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	242	0	1	04	01	H5216_242_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	243	0	1	04	01	H5216_243_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	257	0	1	04	01	H5216_257_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	277	0	1	04	01	H5216_277_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	352	0	1	04	01	H5216_352_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	353	0	1	04	01	H5216_353_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	362	0	1	04	01	H5216_362_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	369	0	1	04	01	H5216_369_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	400	0	1	04	01	H5216_400_0	5	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	401	0	1	04	01	H5216_401_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	402	0	1	04	01	H5216_402_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	413	0	1	04	01	H5216_413_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	416	0	1	04	01	H5216_416_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	432	0	1	04	01	H5216_432_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	444	0	1	04	01	H5216_444_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	446	0	1	04	01	H5216_446_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	447	0	1	04	01	H5216_447_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5216	453	0	1	04	01	H5216_453_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5302	809	0	1	01	01	H5302_809_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5302	809	0	1	01	01	H5302_809_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5521	801	0	1	04	01	H5521_801_0	2	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5521	801	0	1	04	01	H5521_801_0	2	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5521	805	0	2	04	01	H5521_805_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5521	805	0	2	04	01	H5521_805_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	802	0	1	04	01	H5522_802_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	802	0	1	04	01	H5522_802_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	803	0	1	04	01	H5522_803_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	803	0	1	04	01	H5522_803_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	808	0	2	04	01	H5522_808_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	808	0	2	04	01	H5522_808_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	809	0	2	04	01	H5522_809_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	809	0	2	04	01	H5522_809_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	810	0	1	04	01	H5522_810_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	810	0	1	04	01	H5522_810_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	811	0	1	04	01	H5522_811_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	811	0	1	04	01	H5522_811_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	813	0	2	04	01	H5522_813_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	813	0	2	04	01	H5522_813_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	814	0	2	04	01	H5522_814_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	814	0	2	04	01	H5522_814_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	815	0	1	04	01	H5522_815_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	815	0	1	04	01	H5522_815_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	816	0	1	04	01	H5522_816_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	816	0	1	04	01	H5522_816_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	817	0	2	04	01	H5522_817_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	817	0	2	04	01	H5522_817_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	818	0	2	04	01	H5522_818_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	818	0	2	04	01	H5522_818_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	819	0	1	04	01	H5522_819_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	819	0	1	04	01	H5522_819_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	820	0	1	04	01	H5522_820_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	820	0	1	04	01	H5522_820_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	821	0	1	04	01	H5522_821_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	821	0	1	04	01	H5522_821_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	822	0	2	04	01	H5522_822_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	822	0	2	04	01	H5522_822_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	823	0	1	04	01	H5522_823_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	823	0	1	04	01	H5522_823_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	824	0	2	04	01	H5522_824_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	824	0	2	04	01	H5522_824_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	825	0	2	04	01	H5522_825_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	825	0	2	04	01	H5522_825_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	827	0	2	04	01	H5522_827_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	827	0	2	04	01	H5522_827_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	828	0	1	04	01	H5522_828_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	828	0	1	04	01	H5522_828_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	832	0	1	04	01	H5522_832_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	832	0	1	04	01	H5522_832_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	836	0	1	04	01	H5522_836_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	836	0	1	04	01	H5522_836_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	837	0	1	04	01	H5522_837_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	837	0	1	04	01	H5522_837_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	838	0	2	04	01	H5522_838_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5522	838	0	2	04	01	H5522_838_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5525	036	0	1	04	01	H5525_036_0	4	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5593	801	0	1	01	01	H5593_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5593	801	0	1	01	01	H5593_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5619	173	0	1	01	01	H5619_173_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H5793	801	0	1	01	01	H5793_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5793	801	0	1	01	01	H5793_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5793	802	0	1	01	01	H5793_802_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H5793	802	0	1	01	01	H5793_802_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H6622	033	0	1	01	01	H6622_033_0	2	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H6622	057	0	1	02	01	H6622_057_0	5	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H7149	801	0	1	01	01	H7149_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H7149	801	0	1	01	01	H7149_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H7301	803	0	1	04	01	H7301_803_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H7301	803	0	1	04	01	H7301_803_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H7617	053	0	1	04	01	H7617_053_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H7617	063	0	1	04	01	H7617_063_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H7617	095	0	1	04	01	H7617_095_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H8332	801	0	1	01	01	H8332_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8332	801	0	1	01	01	H8332_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8649	801	0	1	01	01	H8649_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8649	801	0	1	01	01	H8649_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8649	803	0	1	01	01	H8649_803_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8649	803	0	1	01	01	H8649_803_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H8908	007	0	1	01	01	H8908_007_0	3	1																																		1	0100	2	1																			2							2					2										2																2		1	2	2	2						2				2		1				2				2				1	2
H9431	801	0	1	04	01	H9431_801_0	1	2	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
H9431	801	0	1	04	01	H9431_801_0	1	1	1	11	2	1				2	1				2					2		2						2						2	2	1	0100	2	1																			2							2					2										2																2		2	2																											
