pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	contract_id	plan_id	segment_id	pending_flag	partial_flag	contract_year	eghp_flag	region_type	ma_or_pdp_region_code	region
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	26	New Mexico
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	27	Colorado
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	28	Arizona
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	29	Nevada
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	30	Oregon, Washington
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	31	Idaho, Utah
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	32	California
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	33	Hawaii
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	34	Alaska
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	36	Guam
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	37	Northern Mariana Islands
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	38	Puerto Rico
S5450	807	0		29	10	S5450_807_0	S5450	807	0	0		2026	1	PD	39	U.S. Virgin Islands
S5540	002	0		29	10	S5540_002_0	S5540	002	0	0		2026	0	PD	08	North Carolina
S5540	004	0		29	10	S5540_004_0	S5540	004	0	0		2026	0	PD	08	North Carolina
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	03	New York
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	04	New Jersey
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	06	Pennsylvania, West Virginia
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	07	Virginia
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	0	PD	08	North Carolina
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	09	South Carolina
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	10	Georgia
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	11	Florida
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	12	Alabama, Tennessee
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	13	Michigan
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	14	Ohio
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	15	Indiana, Kentucky
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	16	Wisconsin
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	17	Illinois
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	18	Missouri
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	19	Arkansas
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	20	Mississippi
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	21	Louisiana
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	22	Texas
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	23	Oklahoma
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	24	Kansas
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	26	New Mexico
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	27	Colorado
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	28	Arizona
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	29	Nevada
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	30	Oregon, Washington
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	31	Idaho, Utah
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	32	California
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	33	Hawaii
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	34	Alaska
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	36	Guam
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	38	Puerto Rico
S5540	803	0		29	10	S5540_803_0	S5540	803	0	0		2026	1	PD	39	U.S. Virgin Islands
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	03	New York
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	04	New Jersey
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	06	Pennsylvania, West Virginia
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	07	Virginia
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	0	PD	08	North Carolina
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	09	South Carolina
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	10	Georgia
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	11	Florida
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	12	Alabama, Tennessee
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	13	Michigan
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	14	Ohio
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	15	Indiana, Kentucky
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	16	Wisconsin
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	17	Illinois
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	18	Missouri
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	19	Arkansas
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	20	Mississippi
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	21	Louisiana
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	22	Texas
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	23	Oklahoma
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	24	Kansas
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	26	New Mexico
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	27	Colorado
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	28	Arizona
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	29	Nevada
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	30	Oregon, Washington
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	31	Idaho, Utah
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	32	California
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	33	Hawaii
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	34	Alaska
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	36	Guam
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	38	Puerto Rico
S5540	804	0		29	10	S5540_804_0	S5540	804	0	0		2026	1	PD	39	U.S. Virgin Islands
S5584	001	0		29	10	S5584_001_0	S5584	001	0	0		2026	0	PD	13	Michigan
S5584	002	0		29	10	S5584_002_0	S5584	002	0	0		2026	0	PD	13	Michigan
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	03	New York
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	04	New Jersey
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	06	Pennsylvania, West Virginia
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	07	Virginia
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	08	North Carolina
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	09	South Carolina
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	10	Georgia
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	11	Florida
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	12	Alabama, Tennessee
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	0	PD	13	Michigan
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	14	Ohio
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	15	Indiana, Kentucky
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	16	Wisconsin
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	17	Illinois
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	18	Missouri
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	19	Arkansas
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	20	Mississippi
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	21	Louisiana
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	22	Texas
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	23	Oklahoma
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	24	Kansas
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	26	New Mexico
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	27	Colorado
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	28	Arizona
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	29	Nevada
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	30	Oregon, Washington
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	31	Idaho, Utah
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	32	California
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	33	Hawaii
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	34	Alaska
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	35	American Samoa
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	36	Guam
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	37	Northern Mariana Islands
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	38	Puerto Rico
S5584	801	0		29	10	S5584_801_0	S5584	801	0	0		2026	1	PD	39	U.S. Virgin Islands
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	03	New York
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	04	New Jersey
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	06	Pennsylvania, West Virginia
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	07	Virginia
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	08	North Carolina
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	09	South Carolina
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	10	Georgia
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	11	Florida
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	12	Alabama, Tennessee
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	0	PD	13	Michigan
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	14	Ohio
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	15	Indiana, Kentucky
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	16	Wisconsin
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	17	Illinois
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	18	Missouri
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	19	Arkansas
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	20	Mississippi
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	21	Louisiana
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	22	Texas
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	23	Oklahoma
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	24	Kansas
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	26	New Mexico
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	27	Colorado
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	28	Arizona
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	29	Nevada
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	30	Oregon, Washington
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	31	Idaho, Utah
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	32	California
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	33	Hawaii
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	34	Alaska
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	35	American Samoa
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	36	Guam
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	37	Northern Mariana Islands
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	38	Puerto Rico
S5584	802	0		29	10	S5584_802_0	S5584	802	0	0		2026	1	PD	39	U.S. Virgin Islands
S5593	002	0		29	10	S5593_002_0	S5593	002	0	0		2026	0	PD	06	Pennsylvania, West Virginia
S5593	003	0		29	10	S5593_003_0	S5593	003	0	0		2026	0	PD	06	Pennsylvania, West Virginia
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	03	New York
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	04	New Jersey
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	0	PD	06	Pennsylvania, West Virginia
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	07	Virginia
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	08	North Carolina
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	09	South Carolina
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	10	Georgia
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	11	Florida
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	12	Alabama, Tennessee
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	13	Michigan
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	14	Ohio
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	15	Indiana, Kentucky
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	16	Wisconsin
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	17	Illinois
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	18	Missouri
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	19	Arkansas
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	20	Mississippi
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	21	Louisiana
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	22	Texas
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	23	Oklahoma
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	24	Kansas
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	26	New Mexico
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	27	Colorado
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	28	Arizona
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	29	Nevada
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	30	Oregon, Washington
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	31	Idaho, Utah
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	32	California
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	33	Hawaii
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	34	Alaska
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	35	American Samoa
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	36	Guam
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	37	Northern Mariana Islands
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	38	Puerto Rico
S5593	801	0		29	10	S5593_801_0	S5593	801	0	0		2026	1	PD	39	U.S. Virgin Islands
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	03	New York
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	04	New Jersey
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	0	PD	06	Pennsylvania, West Virginia
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	07	Virginia
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	08	North Carolina
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	09	South Carolina
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	10	Georgia
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	11	Florida
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	12	Alabama, Tennessee
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	13	Michigan
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	14	Ohio
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	15	Indiana, Kentucky
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	16	Wisconsin
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	17	Illinois
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	18	Missouri
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	19	Arkansas
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	20	Mississippi
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	21	Louisiana
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	22	Texas
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	23	Oklahoma
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	24	Kansas
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	26	New Mexico
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	27	Colorado
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	28	Arizona
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	29	Nevada
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	30	Oregon, Washington
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	31	Idaho, Utah
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	32	California
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	33	Hawaii
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	34	Alaska
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	35	American Samoa
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	36	Guam
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	37	Northern Mariana Islands
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	38	Puerto Rico
S5593	802	0		29	10	S5593_802_0	S5593	802	0	0		2026	1	PD	39	U.S. Virgin Islands
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	01	Northern New England (New Hampshire and Maine)
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	02	Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	03	New York
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	04	New Jersey
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	05	Mid-Atlantic (Delaware, District of Columbia and Maryland)
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	0	PD	06	Pennsylvania, West Virginia
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	07	Virginia
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	08	North Carolina
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	09	South Carolina
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	10	Georgia
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	11	Florida
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	12	Alabama, Tennessee
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	13	Michigan
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	14	Ohio
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	15	Indiana, Kentucky
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	16	Wisconsin
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	17	Illinois
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	18	Missouri
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	19	Arkansas
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	20	Mississippi
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	21	Louisiana
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	22	Texas
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	23	Oklahoma
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	24	Kansas
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	25	Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	26	New Mexico
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	27	Colorado
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	28	Arizona
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	29	Nevada
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	30	Oregon, Washington
S5593	807	0		29	10	S5593_807_0	S5593	807	0	0		2026	1	PD	31	Idaho, Utah
