pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_opt_use_mand_17b_yn	pbp_d_opt_use_mand_17b1_yn	pbp_d_opt_use_mand_17b2_yn	pbp_d_opt_use_mand_17b3_yn	pbp_d_opt_use_mand_17b4_yn	pbp_d_opt_use_mand_17b5_yn	pbp_b17b_bendesc_yn	pbp_b17b_bendesc_ehc	pbp_b17b_bendesc_amo_cl	pbp_b17b_bendesc_lim_cl	pbp_b17b_bendesc_numv_cl	pbp_b17b_bendesc_per_cl	pbp_b17b_bendesc_per_cl_d	pbp_b17b_bendesc_amo_egs	pbp_b17b_bendesc_lim_egs	pbp_b17b_bendesc_numv_egs	pbp_b17b_bendesc_per_egs	pbp_b17b_bendesc_per_egs_d	pbp_b17b_bendesc_amo_egi	pbp_b17b_bendesc_lim_egl	pbp_b17b_bendesc_numv_egl	pbp_b17b_bendesc_per_egl	pbp_b17b_bendesc_per_egl_d	pbp_b17b_bendesc_amo_egf	pbp_b17b_bendesc_lim_egf	pbp_b17b_bendesc_numv_egf	pbp_b17b_bendesc_per_egf	pbp_b17b_bendesc_per_egf_d	pbp_b17b_bendesc_amo_upg	pbp_b17b_maxplan_yn	pbp_b17b_maxplan_in_oon	pbp_b17b_maxplan_type	pbp_b17b_comb_maxplan_yn	pbp_b17b_comb_maxplan_amt	pbp_b17b_comb_maxplan_per	pbp_b17b_comb_maxplan_per_d	pbp_b17b_indv_maxplan_bendesc	pbp_b17b_indv_maxplan_amt_cl	pbp_b17b_indv_maxplan_per_cl	pbp_b17b_indv_maxplan_per_cl_d	pbp_b17b_indv_maxplan_amt_egs	pbp_b17b_indv_maxplan_per_egs	pbp_b17b_ind_maxplan_per_egs_d	pbp_b17b_indv_maxplan_amt_egl	pbp_b17b_indv_maxplan_per_egl	pbp_b17b_ind_maxplan_per_egl_d	pbp_b17b_indv_maxplan_amt_egf	pbp_b17b_indv_maxplan_per_egf	pbp_b17b_ind_maxplan_per_egf_d	pbp_b17b_indv_maxplan_amt_upg	pbp_b17b_indv_maxplan_per_upg	pbp_b17b_ind_maxplan_per_upg_d	pbp_b17b_coins_yn	pbp_b17b_coins_ehc	pbp_b17b_coins_pct_cl_min	pbp_b17b_coins_pct_cl_max	pbp_b17b_coins_pct_egs_min	pbp_b17b_coins_pct_egs_max	pbp_b17b_coins_pct_egl_min	pbp_b17b_coins_pct_egl_max	pbp_b17b_coins_pct_egf_min	pbp_b17b_coins_pct_egf_max	pbp_b17b_coins_pct_upg_min	pbp_b17b_coins_pct_upg_max	pbp_b17b_ded_nmc_yn	pbp_b17b_ded_nmc_amt	pbp_b17b_copay_yn	pbp_b17b_copay_ehc	pbp_b17b_copay_amt_cl_min	pbp_b17b_copay_amt_cl_max	pbp_b17b_copay_amt_egs_min	pbp_b17b_copay_amt_egs_max	pbp_b17b_copay_amt_egl_min	pbp_b17b_copay_amt_egl_max	pbp_b17b_copay_amt_egf_min	pbp_b17b_copay_amt_egf_max	pbp_b17b_copay_amt_upg_min	pbp_b17b_copay_amt_upg_max	pbp_b17b_auth_yn	pbp_b17b_refer_yn	pbp_d_opt_identifier
H0630	023	0	1	02	01	H0630_023_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		2												2	2	001
H0630	025	0	1	02	01	H0630_025_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		2												2	2	001
H1230	001	0	1	01	01	H1230_001_0	3							1	01111	3	1				3	1				3	1				3	1					1		2	1	300.00	3																		2												2		2												2	2	001
H1230	003	0	1	01	01	H1230_003_0	3							1	01111	3	1				3	1				3	1				3	1					1		2	1	300.00	3																		2												2		2												2	2	001
H1230	013	0	1	01	01	H1230_013_0	3							1	01111	3	1				3	1				3	1				3	1					1		2	1	300.00	3																		2												2		2												2	2	001
H1230	014	0	1	01	01	H1230_014_0	3							1	01111	3	1				3	1				3	1				3	1					1		2	1	300.00	3																		2												2		2												2	2	001
H1423	001	0	1	02	01	H1423_001_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	001	0	1	02	01	H1423_001_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	002	0	1	02	01	H1423_002_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	002	0	1	02	01	H1423_002_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	004	0	1	02	01	H1423_004_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	004	0	1	02	01	H1423_004_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	005	0	1	01	01	H1423_005_0	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	005	0	1	01	01	H1423_005_0	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	007	0	1	01	01	H1423_007_0	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	007	0	1	01	01	H1423_007_0	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	008	0	1	01	01	H1423_008_0	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	008	0	1	01	01	H1423_008_0	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1423	009	0	1	02	01	H1423_009_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1423	009	0	1	02	01	H1423_009_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1607	012	0	1	04	01	H1607_012_0	5							1	01111	3	1				3	1				3	1				3	1					1	2	2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1607	012	0	1	04	01	H1607_012_0	5							1	01111	3	1				3	1				3	1				3	1					1	2	2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1607	015	0	1	04	01	H1607_015_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1	2	2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H1607	015	0	1	04	01	H1607_015_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1	2	2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H1666	021	0	1	04	01	H1666_021_0	6							1	01011	3	1									3	2	1	3		3	2	1	3			1	2	2	1	150.00	3																		2												2		1	001011	0.00	0.00			0.00	0.00	0.00	0.00			2	2	001
H2172	001	0	1	02	01	H2172_001_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	002	0	1	02	01	H2172_002_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	005	0	1	01	01	H2172_005_0	3	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	008	0	1	02	01	H2172_008_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	009	0	1	02	01	H2172_009_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	010	0	1	02	01	H2172_010_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	013	0	1	02	01	H2172_013_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	014	0	1	02	01	H2172_014_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	020	0	1	02	01	H2172_020_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	021	0	1	02	01	H2172_021_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	022	0	1	02	01	H2172_022_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	023	0	1	02	01	H2172_023_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	024	0	1	02	01	H2172_024_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	025	0	1	01	01	H2172_025_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	026	0	1	01	01	H2172_026_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2172	027	0	1	02	01	H2172_027_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	275.00	2																		2												2		2												1	1	001
H2320	022	1	1	02	01	H2320_022_1	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	022	2	1	02	01	H2320_022_2	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	022	3	1	02	01	H2320_022_3	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	022	4	1	02	01	H2320_022_4	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	022	5	1	02	01	H2320_022_5	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	028	1	1	02	01	H2320_028_1	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	028	2	1	02	01	H2320_028_2	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	028	3	1	02	01	H2320_028_3	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	028	4	1	02	01	H2320_028_4	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	028	5	1	02	01	H2320_028_5	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	029	1	1	02	01	H2320_029_1	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	029	2	1	02	01	H2320_029_2	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	029	3	1	02	01	H2320_029_3	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	029	4	1	02	01	H2320_029_4	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	029	5	1	02	01	H2320_029_5	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	031	0	1	02	01	H2320_031_0	6	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	032	1	1	02	01	H2320_032_1	5	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	032	2	1	02	01	H2320_032_2	5	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2320	032	5	1	02	01	H2320_032_5	5	2	2	2	2	2	2	1	11111	3	1				3	1				3	1				3	1				3	1		2	1	150.00	3																		2												2		2												2	2	001
H2593	001	0	1	02	01	H2593_001_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	001	0	1	02	01	H2593_001_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	003	0	1	01	01	H2593_003_0	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	003	0	1	01	01	H2593_003_0	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	005	0	1	02	01	H2593_005_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	005	0	1	02	01	H2593_005_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	006	0	1	02	01	H2593_006_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	006	0	1	02	01	H2593_006_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	029	0	1	02	01	H2593_029_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	029	0	1	02	01	H2593_029_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	040	0	1	02	01	H2593_040_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	040	0	1	02	01	H2593_040_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H2593	043	0	1	02	01	H2593_043_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H2593	043	0	1	02	01	H2593_043_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	013	0	1	02	01	H3447_013_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	013	0	1	02	01	H3447_013_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	024	0	1	02	01	H3447_024_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	024	0	1	02	01	H3447_024_0	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	025	0	1	02	01	H3447_025_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	025	0	1	02	01	H3447_025_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	033	0	1	02	01	H3447_033_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	033	0	1	02	01	H3447_033_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	037	0	1	02	01	H3447_037_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	037	0	1	02	01	H3447_037_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	038	1	1	02	01	H3447_038_1	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	038	1	1	02	01	H3447_038_1	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	038	2	1	02	01	H3447_038_2	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	038	2	1	02	01	H3447_038_2	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	039	0	1	02	01	H3447_039_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	039	0	1	02	01	H3447_039_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	042	1	1	02	01	H3447_042_1	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	042	1	1	02	01	H3447_042_1	7	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	042	2	1	02	01	H3447_042_2	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	042	2	1	02	01	H3447_042_2	6	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	042	3	1	02	01	H3447_042_3	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	042	3	1	02	01	H3447_042_3	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	042	4	1	02	01	H3447_042_4	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	042	4	1	02	01	H3447_042_4	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	049	0	1	02	01	H3447_049_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	049	0	1	02	01	H3447_049_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	050	0	1	02	01	H3447_050_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	050	0	1	02	01	H3447_050_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	051	0	1	02	01	H3447_051_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	051	0	1	02	01	H3447_051_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	052	0	1	02	01	H3447_052_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	052	0	1	02	01	H3447_052_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3447	056	0	1	02	01	H3447_056_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3447	056	0	1	02	01	H3447_056_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3655	041	0	1	02	01	H3655_041_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3655	041	0	1	02	01	H3655_041_0	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3655	045	1	1	02	01	H3655_045_1	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3655	045	1	1	02	01	H3655_045_1	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3655	045	2	1	02	01	H3655_045_2	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3655	045	2	1	02	01	H3655_045_2	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3655	045	3	1	02	01	H3655_045_3	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3655	045	3	1	02	01	H3655_045_3	5	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3655	045	4	1	02	01	H3655_045_4	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	150.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	001
H3655	045	4	1	02	01	H3655_045_4	4	2	2	2	2	2		1	01111	3	1				3	1				3	1				3	1					1		2	1	200.00	3																		2												2		1	001111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2	2	002
H3924	059	21	1	04	01	H3924_059_21	3							1	01111	3	1				3	1				3	1				3	1					1	2	2	1	150.00	3																		2												2		2												2	2	001
H3924	059	22	1	04	01	H3924_059_22	3							1	01111	3	1				3	1				3	1				3	1					1	2	2	1	150.00	3																		2												2		2												2	2	001
H3924	065	0	1	04	01	H3924_065_0	3							1	01111	3	1				3	1				3	1				3	1					1	2	2	1	150.00	3																		2												2		2												2	2	001
