pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b13i_bendesc	pbp_b13i_fd_bendesc_yn	pbp_b13i_fd_bendesc_amo	pbp_b13i_fd_maxplan_yn	pbp_b13i_fd_maxplan_amt	pbp_b13i_fd_maxplan_per	pbp_b13i_fd_maxplan_per_d	pbp_b13i_fd_maxenr_yn	pbp_b13i_fd_maxenr_amt	pbp_b13i_fd_maxenr_per	pbp_b13i_fd_maxenr_per_d	pbp_b13i_fd_coins_yn	pbp_b13i_fd_coins_pct_min	pbp_b13i_fd_coins_pct_max	pbp_b13i_fd_ded_yn	pbp_b13i_fd_ded_amt	pbp_b13i_fd_copay_yn	pbp_b13i_fd_copay_amt_min	pbp_b13i_fd_copay_amt_max	pbp_b13i_fd_auth_yn	pbp_b13i_fd_refer_yn	pbp_b13i_ml_bendesc_service	pbp_b13i_ml_bendesc_amo	pbp_b13i_ml_unlimited_yn	pbp_b13i_ml_maxplan_yn	pbp_b13i_ml_maxplan_amt	pbp_b13i_ml_maxplan_per	pbp_b13i_ml_maxplan_per_d	pbp_b13i_ml_maxenr_yn	pbp_b13i_ml_maxenr_amt	pbp_b13i_ml_maxenr_per	pbp_b13i_ml_maxenr_per_d	pbp_b13i_ml_coins_yn	pbp_b13i_ml_coins_pct_min	pbp_b13i_ml_coins_pct_max	pbp_b13i_ml_ded_yn	pbp_b13i_ml_ded_amt	pbp_b13i_ml_copay_yn	pbp_b13i_ml_copay_amt_min	pbp_b13i_ml_copay_amt_max	pbp_b13i_ml_auth_yn	pbp_b13i_ml_refer_yn	pbp_b13i_ps_bendesc_yn	pbp_b13i_ps_bendesc_amo	pbp_b13i_ps_maxplan_yn	pbp_b13i_ps_maxplan_amt	pbp_b13i_ps_maxplan_per	pbp_b13i_ps_maxplan_per_d	pbp_b13i_ps_maxenr_yn	pbp_b13i_ps_maxenr_amt	pbp_b13i_ps_maxenr_per	pbp_b13i_ps_maxenr_per_d	pbp_b13i_ps_coins_yn	pbp_b13i_ps_coins_pct_min	pbp_b13i_ps_coins_pct_max	pbp_b13i_ps_ded_yn	pbp_b13i_ps_ded_amt	pbp_b13i_ps_copay_yn	pbp_b13i_ps_copay_amt_min	pbp_b13i_ps_copay_amt_max	pbp_b13i_ps_auth_yn	pbp_b13i_ps_refer_yn	pbp_b13i_t_bendesc_yn	pbp_b13i_t_bendesc_trn	pbp_b13i_t_bendesc_amo_pal	pbp_b13i_t_bendesc_lim_pal	pbp_b13i_t_bendesc_amt_pal	pbp_b13i_t_bendesc_per_pal	pbp_b13i_t_bendesc_per_pal_d	pbp_b13i_t_bendesc_tt_pal	pbp_b13i_t_bendesc_tt_pal_d	pbp_b13i_t_bendesc_amt_pal_day	pbp_b13i_t_bendesc_mt_pal	pbp_b13i_t_bendesc_mt_pal_d	pbp_b13i_t_bendesc_amo_al	pbp_b13i_t_bendesc_lim_al	pbp_b13i_t_bendesc_amt_al	pbp_b13i_t_bendesc_per_al	pbp_b13i_t_bendesc_per_al_d	pbp_b13i_t_bendesc_tt_al	pbp_b13i_t_bendesc_tt_al_d	pbp_b13i_t_bendesc_amt_al_days	pbp_b13i_t_bendesc_mt_al	pbp_b13i_t_bendesc_mt_al_d	pbp_b13i_t_maxplan_yn	pbp_b13i_t_maxplan_amt	pbp_b13i_t_maxplan_per	pbp_b13i_t_maxplan_per_d	pbp_b13i_t_maxenr_yn	pbp_b13i_t_maxenr_amt	pbp_b13i_t_maxenr_per	pbp_b13i_t_maxenr_per_d	pbp_b13i_t_coins_yn	pbp_b13i_t_coins_pct_min	pbp_b13i_t_coins_pct_max	pbp_b13i_t_ded_yn	pbp_b13i_t_ded_amt	pbp_b13i_t_copay_yn	pbp_b13i_t_copay_amt_min	pbp_b13i_t_copay_amt_max	pbp_b13i_t_auth_yn	pbp_b13i_t_refer_yn	pbp_b13i_air_bendesc_yn	pbp_b13i_air_bendesc_amo	pbp_b13i_air_maxplan_yn	pbp_b13i_air_maxplan_amt	pbp_b13i_air_maxplan_per	pbp_b13i_air_maxplan_per_d	pbp_b13i_air_maxenr_yn	pbp_b13i_air_maxenr_amt	pbp_b13i_air_maxenr_per	pbp_b13i_air_maxenr_per_d	pbp_b13i_air_coins_yn	pbp_b13i_air_coins_pct_min	pbp_b13i_air_coins_pct_max	pbp_b13i_air_ded_yn	pbp_b13i_air_ded_amt	pbp_b13i_air_copay_yn	pbp_b13i_air_copay_amt_min	pbp_b13i_air_copay_amt_max	pbp_b13i_air_auth_yn	pbp_b13i_air_refer_yn	pbp_b13i_socn_bendesc_yn	pbp_b13i_socn_bendesc_amo	pbp_b13i_socn_maxplan_yn	pbp_b13i_socn_maxplan_amt	pbp_b13i_socn_maxplan_per	pbp_b13i_socn_maxplan_per_d	pbp_b13i_socn_maxenr_yn	pbp_b13i_socn_maxenr_amt	pbp_b13i_socn_maxenr_per	pbp_b13i_socn_maxenr_per_d	pbp_b13i_socn_coins_yn	pbp_b13i_socn_coins_pct_min	pbp_b13i_socn_coins_pct_max	pbp_b13i_socn_ded_yn	pbp_b13i_socn_ded_amt	pbp_b13i_socn_copay_yn	pbp_b13i_socn_copay_amt_min	pbp_b13i_socn_copay_amt_max	pbp_b13i_socn_auth_yn	pbp_b13i_socn_refer_yn	pbp_b13i_cmptx_bendesc_yn	pbp_b13i_cmptx_bendesc_amo	pbp_b13i_cmptx_maxplan_yn	pbp_b13i_cmptx_maxplan_amt	pbp_b13i_cmptx_maxplan_per	pbp_b13i_cmptx_maxplan_per_d	pbp_b13i_cmptx_maxenr_yn	pbp_b13i_cmptx_maxenr_amt	pbp_b13i_cmptx_maxenr_per	pbp_b13i_cmptx_maxenr_per_d	pbp_b13i_cmptx_coins_yn	pbp_b13i_cmptx_coins_pct_min	pbp_b13i_cmptx_coins_pct_max	pbp_b13i_cmptx_ded_yn	pbp_b13i_cmptx_ded_amt	pbp_b13i_cmptx_copay_yn	pbp_b13i_cmptx_copay_amt_min	pbp_b13i_cmptx_copay_amt_max	pbp_b13i_cmptx_auth_yn	pbp_b13i_cmptx_refer_yn	pbp_b13i_selfd_bendesc_yn	pbp_b13i_selfd_bendesc_amo	pbp_b13i_selfd_maxplan_yn	pbp_b13i_selfd_maxplan_amt	pbp_b13i_selfd_maxplan_per	pbp_b13i_selfd_maxplan_per_d	pbp_b13i_selfd_maxenr_yn	pbp_b13i_selfd_maxenr_amt	pbp_b13i_selfd_maxenr_per	pbp_b13i_selfd_maxenr_per_d	pbp_b13i_selfd_coins_yn	pbp_b13i_selfd_coins_pct_min	pbp_b13i_selfd_coins_pct_max	pbp_b13i_selfd_ded_yn	pbp_b13i_selfd_ded_amt	pbp_b13i_selfd_copay_yn	pbp_b13i_selfd_copay_amt_min	pbp_b13i_selfd_copay_amt_max	pbp_b13i_selfd_auth_yn	pbp_b13i_selfd_refer_yn	pbp_b13i_home_bendesc_yn	pbp_b13i_home_bendesc_amo	pbp_b13i_home_maxplan_yn	pbp_b13i_home_maxplan_amt	pbp_b13i_home_maxplan_per	pbp_b13i_home_maxplan_per_d	pbp_b13i_home_maxenr_yn	pbp_b13i_home_maxenr_amt	pbp_b13i_home_maxenr_per	pbp_b13i_home_maxenr_per_d	pbp_b13i_home_coins_yn	pbp_b13i_home_coins_pct_min	pbp_b13i_home_coins_pct_max	pbp_b13i_home_ded_yn	pbp_b13i_home_ded_amt	pbp_b13i_home_copay_yn	pbp_b13i_home_copay_amt_min	pbp_b13i_home_copay_amt_max	pbp_b13i_home_auth_yn	pbp_b13i_home_refer_yn	pbp_b13i_suppt_bendesc_yn	pbp_b13i_suppt_bendesc_amo	pbp_b13i_suppt_maxplan_yn	pbp_b13i_suppt_maxplan_amt	pbp_b13i_suppt_maxplan_per	pbp_b13i_suppt_maxplan_per_d	pbp_b13i_suppt_maxenr_yn	pbp_b13i_suppt_maxenr_amt	pbp_b13i_suppt_maxenr_per	pbp_b13i_suppt_maxenr_per_d	pbp_b13i_suppt_coins_yn	pbp_b13i_suppt_coins_pct_min	pbp_b13i_suppt_coins_pct_max	pbp_b13i_suppt_ded_yn	pbp_b13i_suppt_ded_amt	pbp_b13i_suppt_copay_yn	pbp_b13i_suppt_copay_amt_min	pbp_b13i_suppt_copay_amt_max	pbp_b13i_suppt_housing_yn	pbp_b13i_suppt_utility_yn	pbp_b13i_suppt_auth_yn	pbp_b13i_suppt_refer_yn
H0473	003	0	1	04	01	H0473_003_0	3	1	1111111010	1	2	2				2				2			2		2			1	2	1	2	1	2				2				2			2		2			1	2	1	2	2				2				2			2		2			1	2	1	1	2	1				1			011111												2				2				2			2		2			1	2	1	2	2				2				2			2		2			1	2	1	2	2				2				2			2		2			1	2																					1	2	2				2				2			2		2			1	2																					1	2	2				2				2			2		2			1	1	1	2
H0523	074	0	1	02	01	H0523_074_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0523	801	0	1	01	01	H0523_801_0	1	1	0000001100																																																																																																																										1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																														
H0523	805	0	1	01	01	H0523_805_0	1	1	0000001100																																																																																																																										1	2	2				2				2			2		2			2	2	1	2	2				2				2			2		2			2	2																																																														
H0543	214	0	1	02	01	H0543_214_0	5	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	217	0	1	02	01	H0543_217_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	218	0	1	02	01	H0543_218_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	219	0	1	02	01	H0543_219_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	226	0	1	02	01	H0543_226_0	5	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	239	0	1	01	01	H0543_239_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	240	0	1	01	01	H0543_240_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	241	0	1	01	01	H0543_241_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	242	0	1	01	01	H0543_242_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	246	0	1	01	01	H0543_246_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0543	249	0	1	02	01	H0543_249_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0544	004	0	1	02	01	H0544_004_0	4	1	1010000000																					1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	150.00	5		2				2			2		1	0.00	0.00	2	1	1	2
H0544	010	0	1	02	01	H0544_010_0	4	1	1010000000																					1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	150.00	5		2				2			2		1	0.00	0.00	2	1	1	2
H0544	014	0	1	02	01	H0544_014_0	4	1	1010000000																					1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	150.00	5		2				2			2		1	0.00	0.00	2	1	1	2
H0544	015	0	1	02	01	H0544_015_0	4	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H0544	019	0	1	02	01	H0544_019_0	4	1	1010000000																					1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	150.00	5		2				2			2		1	0.00	0.00	2	1	1	2
H0544	020	0	1	02	01	H0544_020_0	4	1	1110000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	1	2	1	2	2	2				2				2			2		1	0.00	0.00	1	2																																																																																																																																																																	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	1	2
H0544	062	0	1	02	01	H0544_062_0	5	1	1100000000	1	2	1	50.00	7		2				2			2		1	0.00	0.00	1	2																																																																																																																																																																																						1	2	1	150.00	5		2				2			2		1	0.00	0.00	2	1	1	2
H0571	001	0	1	01	01	H0571_001_0	9	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H0571	005	0	1	01	01	H0571_005_0	9	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H0571	007	0	1	01	01	H0571_007_0	10	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H0571	010	0	1	01	01	H0571_010_0	9	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H0571	011	0	1	01	01	H0571_011_0	10	1	0100000000	1	2	2				2				2			2		2			2	2																																																																																																																																																																																																											
H0609	037	0	1	02	01	H0609_037_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	042	0	1	02	01	H0609_042_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	043	0	1	02	01	H0609_043_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	047	0	1	02	01	H0609_047_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	049	0	1	02	01	H0609_049_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	052	0	1	02	01	H0609_052_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H0609	058	0	1	02	01	H0609_058_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	062	0	1	02	01	H0609_062_0	5	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	065	0	1	02	01	H0609_065_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H0609	072	0	1	02	01	H0609_072_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0609	076	0	1	02	01	H0609_076_0	4	1	0100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																																											
H0624	001	0	1	02	01	H0624_001_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H0624	006	0	1	02	01	H0624_006_0	4	1	1100000000	1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	2																																																																																																																																																																																						1	2	1	0.00	7		2				2			2		1	0.00	0.00	2	1	2	2
H0628	001	0	1	02	01	H0628_001_0	4	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	005	0	1	02	01	H0628_005_0	3	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	012	0	1	01	01	H0628_012_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	013	0	1	01	01	H0628_013_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	017	0	1	02	01	H0628_017_0	3	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	018	0	1	01	01	H0628_018_0	5	1	0000001000																																																																																																																										1	2	2				2				2			2		1	0.00	0.00	2	2																																																																																		
H0628	031	0	1	01	01	H0628_031_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	032	0	1	01	01	H0628_032_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	033	0	1	01	01	H0628_033_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	034	0	1	01	01	H0628_034_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	035	0	1	01	01	H0628_035_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	036	0	1	01	01	H0628_036_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	037	0	1	01	01	H0628_037_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	038	0	1	01	01	H0628_038_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	039	0	1	01	01	H0628_039_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
H0628	040	0	1	01	01	H0628_040_0	2	1	1100100000	1	2	2				2				2			2		1	0.00	0.00	2	2																																										1	2											2	1				2			111111	cost of gasoline	2				2				2			2		1	0.00	0.00	2	2																																																																																																					1	2	2				2				2			2		1	0.00	0.00	2	1	2	2
