pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_vbid_group_id	pbp_b10b_bendesc_yn	pbp_b10b_bendesc_trn	pbp_b10b_bendesc_amo_pal	pbp_b10b_bendesc_lim_pal	pbp_b10b_bendesc_amt_pal	pbp_b10b_bendesc_per_pal	pbp_b10b_bendesc_per_pal_d	pbp_b10b_bendesc_tt_pal	pbp_b10b_bendesc_tt_pal_d	pbp_b10b_bendesc_amt_pal_days	pbp_b10b_bendesc_mt_pal	pbp_b10b_bendesc_mt_pal_d	pbp_b10b_bendesc_amo_al	pbp_b10b_bendesc_lim_al	pbp_b10b_bendesc_amt_al	pbp_b10b_bendesc_per_al	pbp_b10b_bendesc_per_al_d	pbp_b10b_bendesc_tt_al	pbp_b10b_bendesc_tt_al_d	pbp_b10b_bendesc_amt_al_days	pbp_b10b_bendesc_mt_al	pbp_b10b_bendesc_mt_al_d	pbp_b10b_maxplan_yn	pbp_b10b_maxplan_amt	pbp_b10b_maxplan_per	pbp_b10b_maxplan_per_d	pbp_b10b_maxenr_yn	pbp_b10b_maxenr_amt	pbp_b10b_maxenr_per	pbp_b10b_maxenr_per_d	pbp_b10b_coins_yn	pbp_b10b_coins_pct_min	pbp_b10b_coins_pct_max	pbp_b10b_ded_yn	pbp_b10b_ded_amt	pbp_b10b_copay_yn	pbp_b10b_copay_amt_min	pbp_b10b_copay_amt_max	pbp_b10b_auth_yn	pbp_b10b_refer_yn
H1036	316	0	1	01	01	H1036_316_0	4	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	317	0	1	01	01	H1036_317_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	320	0	1	01	01	H1036_320_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	324	0	1	01	01	H1036_324_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	325	0	1	01	01	H1036_325_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	326	0	1	01	01	H1036_326_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	328	0	1	01	01	H1036_328_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	329	0	1	01	01	H1036_329_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	333	0	1	01	01	H1036_333_0	3	1	1	1	2	2	6	7		1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	335	2	1	02	01	H1036_335_2	4	1	1	1	2	2	6	7		1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	336	0	1	01	01	H1036_336_0	3	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	336	0	1	01	01	H1036_336_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	337	0	1	01	01	H1036_337_0	4	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	337	0	1	01	01	H1036_337_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	338	0	1	01	01	H1036_338_0	3	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1036	338	0	1	01	01	H1036_338_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	339	0	1	01	01	H1036_339_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	340	0	1	01	01	H1036_340_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1036	341	0	1	01	01	H1036_341_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H1109	801	0	1	01	01	H1109_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1109	801	0	1	01	01	H1109_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1109	802	0	1	01	01	H1109_802_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1109	802	0	1	01	01	H1109_802_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1206	004	0	1	01	01	H1206_004_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1206	009	0	1	01	01	H1206_009_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1206	801	0	1	01	01	H1206_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1206	801	0	1	01	01	H1206_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1468	017	0	1	01	01	H1468_017_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1526	003	0	1	02	01	H1526_003_0	5	3	1	1	2	1				1			001011												2				2				2			2		2			2	2
H1526	004	0	1	02	01	H1526_004_0	4	3	1	1	2	1				1			001011												2				2				2			2		2			2	2
H1526	009	0	1	02	01	H1526_009_0	4	3	1	1	2	1				1			001011												2				2				2			2		2			2	2
H1608	021	0	1	04	01	H1608_021_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	027	0	1	04	01	H1608_027_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	062	0	1	04	01	H1608_062_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	076	0	1	04	01	H1608_076_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	077	0	1	04	01	H1608_077_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	121	0	1	04	01	H1608_121_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1608	801	0	1	04	01	H1608_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1608	801	0	1	04	01	H1608_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1609	017	0	1	01	01	H1609_017_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	019	0	1	01	01	H1609_019_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	043	0	1	01	01	H1609_043_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	044	0	1	01	01	H1609_044_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	045	0	1	01	01	H1609_045_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	046	0	1	01	01	H1609_046_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	047	0	1	01	01	H1609_047_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	048	0	1	01	01	H1609_048_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	049	0	1	01	01	H1609_049_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	055	0	1	01	01	H1609_055_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	056	0	1	01	01	H1609_056_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	061	0	1	01	01	H1609_061_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	062	0	1	01	01	H1609_062_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	064	0	1	01	01	H1609_064_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	068	0	1	02	01	H1609_068_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	073	0	1	01	01	H1609_073_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	074	0	1	01	01	H1609_074_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	075	0	1	01	01	H1609_075_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	076	0	1	01	01	H1609_076_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	077	0	1	01	01	H1609_077_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	078	0	1	01	01	H1609_078_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	079	0	1	01	01	H1609_079_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	080	0	1	01	01	H1609_080_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	081	0	1	01	01	H1609_081_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	082	0	1	01	01	H1609_082_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	083	0	1	01	01	H1609_083_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	084	0	1	01	01	H1609_084_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	085	0	1	01	01	H1609_085_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	088	0	1	01	01	H1609_088_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	089	0	1	01	01	H1609_089_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	090	0	1	01	01	H1609_090_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	092	0	1	01	01	H1609_092_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	094	0	1	01	01	H1609_094_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1609	801	0	1	01	01	H1609_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1609	801	0	1	01	01	H1609_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1609	807	0	1	01	01	H1609_807_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1609	807	0	1	01	01	H1609_807_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1610	001	0	1	01	01	H1610_001_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1692	005	0	1	01	01	H1692_005_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1692	006	0	1	01	01	H1692_006_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H1692	801	0	1	01	01	H1692_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1692	801	0	1	01	01	H1692_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H1951	013	0	1	01	01	H1951_013_0	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	032	0	1	01	01	H1951_032_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	038	0	1	01	01	H1951_038_0	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	039	0	1	01	01	H1951_039_0	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	041	0	1	01	01	H1951_041_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	044	0	1	01	01	H1951_044_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	047	2	1	01	01	H1951_047_2	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	048	2	1	01	01	H1951_048_2	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	049	2	1	01	01	H1951_049_2	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	049	3	1	01	01	H1951_049_3	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	051	0	1	01	01	H1951_051_0	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	053	0	1	01	01	H1951_053_0	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	056	0	1	01	01	H1951_056_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	057	0	1	01	01	H1951_057_0	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	058	0	1	01	01	H1951_058_0	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	059	0	1	01	01	H1951_059_0	2	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	060	0	1	01	01	H1951_060_0	1	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H1951	061	0	1	01	01	H1951_061_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H2056	801	0	1	01	01	H2056_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2056	801	0	1	01	01	H2056_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2056	802	0	1	01	01	H2056_802_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2056	802	0	1	01	01	H2056_802_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2225	001	0	1	01	01	H2225_001_0	6	1	1	1	2	2	10	7		1			011110												2				2				2			2		2			1	2
H2293	001	0	1	04	01	H2293_001_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	002	0	1	04	01	H2293_002_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	004	0	1	04	01	H2293_004_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	009	0	1	04	01	H2293_009_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	021	0	1	04	01	H2293_021_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	023	0	1	04	01	H2293_023_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	029	0	1	04	01	H2293_029_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	031	0	1	04	01	H2293_031_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	033	0	1	04	01	H2293_033_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2293	035	0	1	04	01	H2293_035_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	039	0	1	01	01	H2663_039_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	052	0	1	01	01	H2663_052_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	053	0	1	01	01	H2663_053_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	056	0	1	01	01	H2663_056_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	057	0	1	02	01	H2663_057_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	064	0	1	01	01	H2663_064_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	067	0	1	01	01	H2663_067_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	097	0	1	01	01	H2663_097_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	098	0	1	01	01	H2663_098_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	099	0	1	01	01	H2663_099_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	100	0	1	01	01	H2663_100_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	102	0	1	01	01	H2663_102_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H2663	805	0	1	01	01	H2663_805_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2663	805	0	1	01	01	H2663_805_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H2875	001	0	1	02	01	H2875_001_0	3	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H2875	002	0	1	02	01	H2875_002_0	4	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H2875	004	0	1	01	01	H2875_004_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H2875	005	0	1	01	01	H2875_005_0	4	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H2875	006	0	1	02	01	H2875_006_0	4	1	1	1	2	1				1			011111												2				2				2			2		2			1	2
H3146	002	0	1	01	01	H3146_002_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	006	0	1	01	01	H3146_006_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	011	0	1	01	01	H3146_011_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	012	0	1	01	01	H3146_012_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	016	0	1	01	01	H3146_016_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	021	0	1	01	01	H3146_021_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	022	0	1	01	01	H3146_022_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	023	0	1	01	01	H3146_023_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	036	0	1	01	01	H3146_036_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	037	0	1	01	01	H3146_037_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	038	0	1	01	01	H3146_038_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	044	0	1	01	01	H3146_044_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3146	801	0	1	01	01	H3146_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3146	801	0	1	01	01	H3146_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3152	801	0	1	01	01	H3152_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3152	801	0	1	01	01	H3152_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3152	804	0	1	01	01	H3152_804_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3152	804	0	1	01	01	H3152_804_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3192	007	0	1	01	01	H3192_007_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3192	021	0	1	02	01	H3192_021_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3192	028	0	1	01	01	H3192_028_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3192	029	0	1	01	01	H3192_029_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3192	033	0	1	01	01	H3192_033_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3192	801	0	1	01	01	H3192_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3192	801	0	1	01	01	H3192_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3219	015	0	1	04	01	H3219_015_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3219	016	0	1	04	01	H3219_016_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3219	801	0	1	04	01	H3219_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3219	801	0	1	04	01	H3219_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3239	001	0	1	01	01	H3239_001_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	002	0	1	01	01	H3239_002_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	005	0	1	01	01	H3239_005_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	007	0	1	01	01	H3239_007_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	010	0	1	01	01	H3239_010_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	012	0	1	01	01	H3239_012_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	015	0	1	01	01	H3239_015_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	017	0	1	01	01	H3239_017_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	020	0	1	01	01	H3239_020_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	022	0	1	01	01	H3239_022_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	023	0	1	01	01	H3239_023_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	026	0	1	01	01	H3239_026_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	027	0	1	01	01	H3239_027_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	028	0	1	01	01	H3239_028_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3239	030	0	1	01	01	H3239_030_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	001	0	1	04	01	H3288_001_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	002	0	1	04	01	H3288_002_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	003	0	1	04	01	H3288_003_0	4	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	004	0	1	04	01	H3288_004_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	017	0	1	04	01	H3288_017_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	018	0	1	04	01	H3288_018_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	019	0	1	04	01	H3288_019_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	034	0	1	04	01	H3288_034_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	048	0	1	04	01	H3288_048_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	053	0	1	04	01	H3288_053_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3288	801	0	1	04	01	H3288_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3288	801	0	1	04	01	H3288_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3312	069	0	1	01	01	H3312_069_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	070	0	1	01	01	H3312_070_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	073	0	1	01	01	H3312_073_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	074	0	1	01	01	H3312_074_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	087	0	1	01	01	H3312_087_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	089	0	1	01	01	H3312_089_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	090	0	1	01	01	H3312_090_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	091	0	1	01	01	H3312_091_0	3	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3312	801	0	1	01	01	H3312_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3312	801	0	1	01	01	H3312_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3312	804	0	1	01	01	H3312_804_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3312	804	0	1	01	01	H3312_804_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3533	033	0	1	01	01	H3533_033_0	3	1	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H3533	034	1	1	01	01	H3533_034_1	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H3533	034	2	1	01	01	H3533_034_2	5	2	1	1	2	1				1			101010	Car, Wheelchair Access Vehicle											2				2				2			2		2			2	2
H3597	011	0	1	02	01	H3597_011_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3597	012	0	1	02	01	H3597_012_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3597	801	0	1	01	01	H3597_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3597	801	0	1	01	01	H3597_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3597	802	0	1	01	01	H3597_802_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3597	802	0	1	01	01	H3597_802_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3748	801	0	1	01	01	H3748_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3748	801	0	1	01	01	H3748_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3907	057	6	1	01	01	H3907_057_6	16	2	1	1	2	2	8	3		1			100011	Other modes of transportation include wheelchair vans as well as vehicles that are contracted with various vendors.											2				2				2			2		2			2	2
H3907	059	4	1	01	01	H3907_059_4	18	2	1	1	2	2	8	3		1			100011	Other modes of transportation include wheelchair vans as well as vehicles that are contracted with various vendors.											2				2				2			2		2			2	2
H3928	001	0	1	01	01	H3928_001_0	2	1	1	2											2	1				2			011111		2				2				2			2		1	0.00	0.00	2	2
H3928	801	0	1	01	01	H3928_801_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3928	801	0	1	01	01	H3928_801_0	1	1	1	1	2	1				1			011010												2				2				2			2		2			2	2
H3928	803	0	1	01	01	H3928_803_0	1	2	1	1	2	1				1			011010												2				2				2			2		2			2	2
