pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_c_pos_outpt_group_num_id	pbp_c_pos_group_lbl	pbp_c_pos_oupt_bencat_bens	pbp_c_pos_outpt_mc_bencats	pbp_c_pos_outpt_nmc_bencats	pbp_c_pos_outpt_coins_yn	pbp_c_pos_outpt_coins_min_pct	pbp_c_pos_outpt_coins_max_pct	pbp_c_pos_outpt_copay_yn	pbp_c_pos_outpt_copay_min_amt	pbp_c_pos_outpt_copay_max_amt	pbp_c_pos_outpt_maxplan_yn	pbp_c_pos_outpt_maxplan_amt	pbp_c_pos_outpt_maxplan_per	pbp_c_pos_outpt_maxplan_per_d	pbp_c_pos_outpt_deduct_yn	pbp_c_pos_outpt_deduct_amt
H0028	015	0	1	02	01	H0028_015_0	5	1	POS Grp 1 [$0;$5000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	2			1	0.00	0.00	1	5000.00	3		2	
H0028	016	0	1	02	01	H0028_016_0	2	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H0028	016	0	1	02	01	H0028_016_0	2	2	POS Grp 2 [$0; 30% ;$1000 Max Amt]	10		16c4;16c7;	1	30	30	1	0.00	0.00	1	1000.00	3		2	
H0028	054	1	1	02	01	H0028_054_1	3	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H0028	054	1	1	02	01	H0028_054_1	3	2	POS Grp 2 [$0; 30% ;$1000 Max Amt]	10		16c4;16c7;	1	30	30	1	0.00	0.00	1	1000.00	3		2	
H0028	054	2	1	02	01	H0028_054_2	3	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H0028	054	2	1	02	01	H0028_054_2	3	2	POS Grp 2 [$0; 30% ;$1000 Max Amt]	10		16c4;16c7;	1	30	30	1	0.00	0.00	1	1000.00	3		2	
H0028	055	0	1	02	01	H0028_055_0	5	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H0028	055	0	1	02	01	H0028_055_0	5	2	POS Grp 2 [$0; 30% ;$1000 Max Amt]	10		16c4;	1	30	30	1	0.00	0.00	1	1000.00	3		2	
H0028	055	0	1	02	01	H0028_055_0	5	3	POS Grp 3 [$0; 30% - 40% ;$1000 Max Amt]	10		16c1;16c7;	1	30	40	1	0.00	0.00	1	1000.00	3		2	
H0028	056	0	1	02	01	H0028_056_0	5	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H0028	056	0	1	02	01	H0028_056_0	5	2	POS Grp 2 [$0; 30% ;$1000 Max Amt]	10		16c4;	1	30	30	1	0.00	0.00	1	1000.00	3		2	
H0028	056	0	1	02	01	H0028_056_0	5	3	POS Grp 3 [$0; 30% - 40% ;$1000 Max Amt]	10		16c1;16c7;	1	30	40	1	0.00	0.00	1	1000.00	3		2	
H0028	066	0	1	02	01	H0028_066_0	3	1	POS Grp 1 [$0;$3000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	3000.00	3		2	
H0028	066	0	1	02	01	H0028_066_0	3	2	POS Grp 2 [$0; 30% ;$3000 Max Amt]	10		16c4;16c7;	1	30	30	1	0.00	0.00	1	3000.00	3		2	
H0028	067	0	1	02	01	H0028_067_0	4	1	POS Grp 1 [$0;$4000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	2			1	0.00	0.00	1	4000.00	3		2	
H0029	007	0	1	02	01	H0029_007_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0029	008	0	1	02	01	H0029_008_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0029	009	0	1	02	01	H0029_009_0	7	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;	1	25	25	2			2				2	
H0029	009	0	1	02	01	H0029_009_0	7	2	POS_30%	10		16c1;16c2;16c3;16c8;16c10;	1	30	30	2			2				2	
H0029	010	0	1	02	01	H0029_010_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0029	011	0	1	02	01	H0029_011_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0169	001	0	1	02	01	H0169_001_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0169	002	0	1	02	01	H0169_002_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0169	003	0	1	02	01	H0169_003_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0169	004	0	1	02	01	H0169_004_0	4	1	Group 1	01	5a;5b;		1	30	30	2			2				2	
H0169	004	0	1	02	01	H0169_004_0	4	2	Group 2	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H0169	004	0	1	02	01	H0169_004_0	4	3	Group 3	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H0169	004	0	1	02	01	H0169_004_0	4	4	Group 4	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0169	006	0	1	02	01	H0169_006_0	4	1	Group 1	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0169	008	0	1	02	01	H0169_008_0	4	1	Group 1	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0169	009	0	1	02	01	H0169_009_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0169	010	0	1	02	01	H0169_010_0	4	1	Group 1	01	5a;5b;		1	30	30	2			2				2	
H0169	010	0	1	02	01	H0169_010_0	4	2	Group 2	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H0169	010	0	1	02	01	H0169_010_0	4	3	Group 3	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H0169	010	0	1	02	01	H0169_010_0	4	4	Group 4	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0251	002	0	1	02	01	H0251_002_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0251	004	0	1	02	01	H0251_004_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0251	008	0	1	02	01	H0251_008_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0321	002	0	1	02	01	H0321_002_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0321	004	0	1	02	01	H0321_004_0	5	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0332	004	0	1	02	01	H0332_004_0	7	1	Group 1 - 40%	11	3-1;3-2;3-3;3-4;6;7b;7c;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;5a;5b;	17a1;18a1;18a2;	1	40	40	2			2				2	
H0332	004	0	1	02	01	H0332_004_0	7	2	Group 3 - Other Copays/Coins	01	7a;7d;		1	40	40	1	10.00	60.00	2				2	
H0332	004	0	1	02	01	H0332_004_0	7	3	Group OON Ambulance - $400	01	10a1;10a2;		2			1	400.00	400.00	2				2	
H0351	066	0	1	02	01	H0351_066_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0351	067	0	1	02	01	H0351_067_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0351	068	0	1	02	01	H0351_068_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H0351	069	0	1	02	01	H0351_069_0	7	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;	1	25	25	2			2				2	
H0351	069	0	1	02	01	H0351_069_0	7	2	POS_50%	10		16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	50	50	2			2				2	
H0351	070	0	1	02	01	H0351_070_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;	1	25	25	2			2				2	
H0351	070	0	1	02	01	H0351_070_0	8	2	POS_50%	10		16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	50	50	2			2				2	
H0432	003	0	1	02	01	H0432_003_0	4	1	Group 1	01	9a1;		2			1	0.00	455.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	10	Group 10	01	3-3;3-4;		2			1	15.00	15.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	11	Group 11	01	7c;		2			1	25.00	25.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	12	Group 12	01	7d;		2			1	45.00	45.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	13	Group 13	01	7g;		2			1	0.00	45.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	14	Group 14	01	8a1;		2			1	50.00	50.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	16	Group 16	01	8b1;		2			1	0.00	200.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	003	0	1	02	01	H0432_003_0	4	18	Group 18	01	8b3;		2			1	30.00	30.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	2	Group 2	01	9a2;		2			1	455.00	455.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	21	Group 21	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	3	Group 3	01	9d;		2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	4	Group 4	01	7a;		2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	003	0	1	02	01	H0432_003_0	4	6	Group 6	01	3-1;3-2;		2			1	0.00	0.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	7	Group 7	01	7i;		2			1	25.00	25.00	2				2	
H0432	003	0	1	02	01	H0432_003_0	4	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	003	0	1	02	01	H0432_003_0	4	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0432	004	0	1	02	01	H0432_004_0	4	1	Group 1	01	9a1;		2			1	0.00	455.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	10	Group 10	01	3-3;3-4;		2			1	15.00	15.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	11	Group 11	01	7c;		2			1	40.00	40.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	12	Group 12	01	7d;		2			1	40.00	40.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	13	Group 13	01	7g;		2			1	0.00	40.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	14	Group 14	01	8a1;		2			1	50.00	50.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	16	Group 16	01	8b1;		2			1	0.00	260.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	004	0	1	02	01	H0432_004_0	4	18	Group 18	01	8b3;		2			1	30.00	30.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	2	Group 2	01	9a2;		2			1	455.00	455.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	21	Group 21	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	3	Group 3	01	9d;		2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	4	Group 4	01	7a;		2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	004	0	1	02	01	H0432_004_0	4	6	Group 6	01	3-1;3-2;		2			1	0.00	0.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	7	Group 7	01	7i;		2			1	40.00	40.00	2				2	
H0432	004	0	1	02	01	H0432_004_0	4	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	004	0	1	02	01	H0432_004_0	4	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	1	Group 1	01	9a1;		1	0	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	10	Group 10	01	3-3;3-4;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	11	Group 11	01	7c;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	12	Group 12	01	7d;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	13	Group 13	01	7g;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	14	Group 14	01	8a1;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	009	0	1	02	01	H0432_009_0	4	16	Group 16	01	8b1;		1	0	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	18	Group 18	01	8b3;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	009	0	1	02	01	H0432_009_0	4	2	Group 2	01	9a2;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	009	0	1	02	01	H0432_009_0	4	21	Group 21	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	2			1	0.00	0.00	2				2	
H0432	009	0	1	02	01	H0432_009_0	4	3	Group 3	01	9d;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	4	Group 4	01	7a;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	6	Group 6	01	3-1;3-2;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	7	Group 7	01	7i;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	009	0	1	02	01	H0432_009_0	4	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0432	012	0	1	02	01	H0432_012_0	3	1	Group 1	01	9a1;		2			1	0.00	445.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	10	Group 10	01	3-3;3-4;		2			1	15.00	15.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	11	Group 11	01	7c;		2			1	45.00	45.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	12	Group 12	01	7d;		2			1	45.00	45.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	13	Group 13	01	7g;		2			1	0.00	45.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	14	Group 14	01	8a1;		2			1	50.00	50.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	16	Group 16	01	8b1;		2			1	0.00	260.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	012	0	1	02	01	H0432_012_0	3	18	Group 18	01	8b3;		2			1	25.00	25.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	2	Group 2	01	9a2;		2			1	445.00	445.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	21	Group 21	10		16b1;16b2;16b3;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	22	Group 22	10		16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	1	50	50	2			2				2	
H0432	012	0	1	02	01	H0432_012_0	3	3	Group 3	01	9d;		2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	4	Group 4	01	7a;		2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	012	0	1	02	01	H0432_012_0	3	6	Group 6	01	3-1;3-2;		2			1	0.00	0.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	7	Group 7	01	7i;		2			1	45.00	45.00	2				2	
H0432	012	0	1	02	01	H0432_012_0	3	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	012	0	1	02	01	H0432_012_0	3	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0432	013	0	1	02	01	H0432_013_0	4	1	Group 1	01	9a1;		2			1	0.00	295.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	10	Group 10	01	3-3;3-4;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	11	Group 11	01	7c;		2			1	30.00	30.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	12	Group 12	01	7d;		2			1	30.00	30.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	13	Group 13	01	7g;		2			1	0.00	30.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	14	Group 14	01	8a1;		2			1	50.00	50.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	16	Group 16	01	8b1;		2			1	0.00	260.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	013	0	1	02	01	H0432_013_0	4	18	Group 18	01	8b3;		2			1	25.00	25.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	2	Group 2	01	9a2;		2			1	295.00	295.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	21	Group 21	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	3	Group 3	01	9d;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	4	Group 4	01	7a;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	013	0	1	02	01	H0432_013_0	4	6	Group 6	01	3-1;3-2;		2			1	0.00	0.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	7	Group 7	01	7i;		2			1	30.00	30.00	2				2	
H0432	013	0	1	02	01	H0432_013_0	4	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	013	0	1	02	01	H0432_013_0	4	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0432	017	0	1	02	01	H0432_017_0	4	1	Group 1	01	9a1;		2			1	0.00	455.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	10	Group 10	01	3-3;3-4;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	11	Group 11	01	7c;		2			1	30.00	30.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	12	Group 12	01	7d;		2			1	30.00	30.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	13	Group 13	01	7g;		2			1	0.00	30.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	14	Group 14	01	8a1;		2			1	50.00	50.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	15	Group 15	01	8a2;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	16	Group 16	01	8b1;		2			1	0.00	260.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	17	Group 17	01	8b2;		1	20	20	2			2				2	
H0432	017	0	1	02	01	H0432_017_0	4	18	Group 18	01	8b3;		2			1	25.00	25.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	19	Group 19	01	14a;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	2	Group 2	01	9a2;		2			1	455.00	455.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	20	Group 20	10		14b;	2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	21	Group 21	10		16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	3	Group 3	01	9d;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	4	Group 4	01	7a;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	5	Group 5	01	15-2;		1	20	20	2			2				2	
H0432	017	0	1	02	01	H0432_017_0	4	6	Group 6	01	3-1;3-2;		2			1	0.00	0.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	7	Group 7	01	7i;		2			1	30.00	30.00	2				2	
H0432	017	0	1	02	01	H0432_017_0	4	8	Group 8	01	15-1-I;		1	20	20	2			2				2	
H0432	017	0	1	02	01	H0432_017_0	4	9	Group 9	01	15-3;		1	0	20	2			2				2	
H0439	024	0	1	02	01	H0439_024_0	4	1	Coinsurance	01	7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;9c1;9c2;17a;17b;18a;16a;		1	40	40	2			2				2	
H0439	024	0	1	02	01	H0439_024_0	4	2	Dental	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c5;16c6;16c7;16c8;16c9;16c10;	2			2			1	2500.00	3		2	
H0523	070	0	1	02	01	H0523_070_0	3	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	070	0	1	02	01	H0523_070_0	3	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	070	0	1	02	01	H0523_070_0	3	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	073	0	1	02	01	H0523_073_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	073	0	1	02	01	H0523_073_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	073	0	1	02	01	H0523_073_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	074	0	1	02	01	H0523_074_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	074	0	1	02	01	H0523_074_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	074	0	1	02	01	H0523_074_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	075	0	1	02	01	H0523_075_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	075	0	1	02	01	H0523_075_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	075	0	1	02	01	H0523_075_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	083	0	1	02	01	H0523_083_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	083	0	1	02	01	H0523_083_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	083	0	1	02	01	H0523_083_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	085	0	1	02	01	H0523_085_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	085	0	1	02	01	H0523_085_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	085	0	1	02	01	H0523_085_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0523	088	0	1	02	01	H0523_088_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H0523	088	0	1	02	01	H0523_088_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H0523	088	0	1	02	01	H0523_088_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H0543	013	0	1	02	01	H0543_013_0	4	1	Group 1	10		16b1;16b2;16b3;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H0543	013	0	1	02	01	H0543_013_0	4	2	Group 2	10		16c1;16c2;16c3;16c4;16c5;16c7;16c8;16c10;	1	50	50	2			2				2	
