pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_c_pos_outpt_group_num_id	pbp_c_pos_group_lbl	pbp_c_pos_oupt_bencat_bens	pbp_c_pos_outpt_mc_bencats	pbp_c_pos_outpt_nmc_bencats	pbp_c_pos_outpt_coins_yn	pbp_c_pos_outpt_coins_min_pct	pbp_c_pos_outpt_coins_max_pct	pbp_c_pos_outpt_copay_yn	pbp_c_pos_outpt_copay_min_amt	pbp_c_pos_outpt_copay_max_amt	pbp_c_pos_outpt_maxplan_yn	pbp_c_pos_outpt_maxplan_amt	pbp_c_pos_outpt_maxplan_per	pbp_c_pos_outpt_maxplan_per_d	pbp_c_pos_outpt_deduct_yn	pbp_c_pos_outpt_deduct_amt
H3957	045	1	1	02	01	H3957_045_1	8	2	No Cost Share	11	7a;14a;14d;14e1;14e2;14e4;14e5;	14b;	2			2			2				2	
H3957	045	1	1	02	01	H3957_045_1	8	3	Copay 15.00	01	8a1;8a2;		2			1	15.00	15.00	2				2	
H3957	045	1	1	02	01	H3957_045_1	8	4	Copay 175.00	01	8b1;9b;		2			1	175.00	175.00	2				2	
H3957	045	1	1	02	01	H3957_045_1	8	5	Copay 35.00	01	7c;7e1;7e2;7h1;7h2;7i;7k;8b3;9c1;9c2;		2			1	35.00	35.00	2				2	
H3957	045	1	1	02	01	H3957_045_1	8	6	Copay 225.00	01	9a1;9a2;		2			1	225.00	225.00	2				2	
H3957	045	1	1	02	01	H3957_045_1	8	7	Copay 75.00	01	8b2;		2			1	75.00	75.00	2				2	
H3957	045	1	1	02	01	H3957_045_1	8	8	Coinsurance 30	01	3-1;3-2;3-3;3-4;9d;15-2;15-3;5a;5b;		1	30	30	2			2				2	
H3957	045	1	1	02	01	H3957_045_1	8	9	ESRD 20-30	01	12;		1	20	30	2			2				2	
H3957	045	2	1	02	01	H3957_045_2	8	1	Copay 30.00	01	7b;7d;7f;7g;17a;18a;		2			1	30.00	30.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	2	No Cost Share	11	7a;14a;14d;14e1;14e2;14e4;14e5;	14b;	2			2			2				2	
H3957	045	2	1	02	01	H3957_045_2	8	3	Copay 15.00	01	8a1;8a2;		2			1	15.00	15.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	4	Copay 175.00	01	8b1;9b;		2			1	175.00	175.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	5	Copay 35.00	01	7c;7e1;7e2;7h1;7h2;7i;7k;8b3;9c1;9c2;		2			1	35.00	35.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	6	Copay 225.00	01	9a1;9a2;		2			1	225.00	225.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	7	Copay 75.00	01	8b2;		2			1	75.00	75.00	2				2	
H3957	045	2	1	02	01	H3957_045_2	8	8	Coinsurance 30	01	3-1;3-2;3-3;3-4;9d;15-2;15-3;5a;5b;		1	30	30	2			2				2	
H3957	045	2	1	02	01	H3957_045_2	8	9	ESRD 20-30	01	12;		1	20	30	2			2				2	
H3957	046	1	1	02	01	H3957_046_1	7	1	Copay 25.00	01	7b;7d;7f;7g;17a;18a;		2			1	25.00	25.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	2	No Cost Share	11	7a;14a;14d;14e1;14e2;14e4;14e5;	14b;	2			2			2				2	
H3957	046	1	1	02	01	H3957_046_1	7	3	Copay 15.00	01	8a1;8a2;		2			1	15.00	15.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	4	Copay 125.00	01	8b1;9b;		2			1	125.00	125.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	5	Copay 30.00	01	7c;7e1;7e2;7h1;7h2;7i;7k;8b3;9c1;9c2;		2			1	30.00	30.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	6	Copay 200.00	01	9a1;9a2;		2			1	200.00	200.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	7	ESRD 20-30	01	12;		1	20	30	2			2				2	
H3957	046	1	1	02	01	H3957_046_1	7	8	Copay 75.00	01	8b2;		2			1	75.00	75.00	2				2	
H3957	046	1	1	02	01	H3957_046_1	7	9	Coinsurance 30	01	3-1;3-2;3-3;3-4;9d;15-2;15-3;5a;5b;		1	30	30	2			2				2	
H3957	046	2	1	02	01	H3957_046_2	7	1	Copay 25.00	01	7b;7d;7f;7g;17a;18a;		2			1	25.00	25.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	2	No Cost Share	11	7a;14a;14d;14e1;14e2;14e4;14e5;	14b;	2			2			2				2	
H3957	046	2	1	02	01	H3957_046_2	7	3	Copay 15.00	01	8a1;8a2;		2			1	15.00	15.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	4	Copay 125.00	01	8b1;9b;		2			1	125.00	125.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	5	Copay 30.00	01	7c;7e1;7e2;7h1;7h2;7i;7k;8b3;9c1;9c2;		2			1	30.00	30.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	6	Copay 200.00	01	9a1;9a2;		2			1	200.00	200.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	7	ESRD 20-30	01	12;		1	20	30	2			2				2	
H3957	046	2	1	02	01	H3957_046_2	7	8	Copay 75.00	01	8b2;		2			1	75.00	75.00	2				2	
H3957	046	2	1	02	01	H3957_046_2	7	9	Coinsurance 30	01	3-1;3-2;3-3;3-4;9d;15-2;15-3;5a;5b;		1	30	30	2			2				2	
H3957	813	0	1	02	01	H3957_813_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H3957	813	0	1	02	01	H3957_813_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H3957	814	0	1	02	01	H3957_814_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H3957	814	0	1	02	01	H3957_814_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H3957	815	0	1	02	01	H3957_815_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H3957	815	0	1	02	01	H3957_815_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H3957	817	0	1	02	01	H3957_817_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H3957	817	0	1	02	01	H3957_817_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H3959	001	0	1	02	01	H3959_001_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	001	0	1	02	01	H3959_001_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	001	0	1	02	01	H3959_001_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	002	0	1	02	01	H3959_002_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	002	0	1	02	01	H3959_002_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	002	0	1	02	01	H3959_002_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	010	0	1	02	01	H3959_010_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	010	0	1	02	01	H3959_010_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	010	0	1	02	01	H3959_010_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	011	0	1	02	01	H3959_011_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	011	0	1	02	01	H3959_011_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	011	0	1	02	01	H3959_011_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	032	0	1	02	01	H3959_032_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	032	0	1	02	01	H3959_032_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	032	0	1	02	01	H3959_032_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	033	0	1	02	01	H3959_033_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	033	0	1	02	01	H3959_033_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	033	0	1	02	01	H3959_033_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	037	0	1	02	01	H3959_037_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	037	0	1	02	01	H3959_037_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	037	0	1	02	01	H3959_037_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	039	0	1	02	01	H3959_039_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	039	0	1	02	01	H3959_039_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	039	0	1	02	01	H3959_039_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	041	0	1	02	01	H3959_041_0	3	1	50% coinsurance	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	50	50	2			2				2	
H3959	052	0	1	02	01	H3959_052_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	052	0	1	02	01	H3959_052_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	052	0	1	02	01	H3959_052_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H3959	053	0	1	02	01	H3959_053_0	2	1	50% - 70% coinsurance	10		16c1;16c3;16c8;16c10;	1	50	70	2			2				2	
H3959	053	0	1	02	01	H3959_053_0	2	2	50% coinsurance	10		16b1;16b2;16b4;16c2;	1	50	50	2			2				2	
H3959	053	0	1	02	01	H3959_053_0	2	3	70% coinsurance	10		16c4;16c7;	1	70	70	2			2				2	
H4003	019	0	1	02	01	H4003_019_0	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4003	034	0	1	02	01	H4003_034_0	5	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4003	055	0	1	02	01	H4003_055_0	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;18a1;16b1;16b2;16b3;16b4;16b5;16b6;	1	20	20	2			2				2	
H4003	806	0	1	02	01	H4003_806_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	806	0	1	02	01	H4003_806_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	807	0	1	02	01	H4003_807_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	807	0	1	02	01	H4003_807_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	820	0	1	02	01	H4003_820_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	820	0	1	02	01	H4003_820_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	821	0	1	02	01	H4003_821_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	821	0	1	02	01	H4003_821_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	822	0	1	02	01	H4003_822_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	822	0	1	02	01	H4003_822_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	823	0	1	02	01	H4003_823_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	823	0	1	02	01	H4003_823_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	824	0	1	02	01	H4003_824_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	824	0	1	02	01	H4003_824_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	825	0	1	02	01	H4003_825_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	825	0	1	02	01	H4003_825_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	826	0	1	02	01	H4003_826_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	826	0	1	02	01	H4003_826_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	827	0	1	02	01	H4003_827_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	827	0	1	02	01	H4003_827_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	828	0	1	02	01	H4003_828_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	828	0	1	02	01	H4003_828_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	829	0	1	02	01	H4003_829_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	829	0	1	02	01	H4003_829_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	830	0	1	02	01	H4003_830_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	830	0	1	02	01	H4003_830_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4003	831	0	1	02	01	H4003_831_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4003	831	0	1	02	01	H4003_831_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4004	056	0	1	02	01	H4004_056_0	7	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	065	0	1	02	01	H4004_065_0	5	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	066	0	1	02	01	H4004_066_0	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	070	0	1	02	01	H4004_070_0	5	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	071	0	1	02	01	H4004_071_0	5	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;18a1;16b1;16b2;16b3;16b4;16b5;16b6;	1	20	20	2			2				2	
H4004	073	1	1	02	01	H4004_073_1	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	073	2	1	02	01	H4004_073_2	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	073	3	1	02	01	H4004_073_3	6	1	Point of Service Group 1	11	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;	7b1;7f_2;17a1;17b1;17b2;18a1;18a2;18b1;16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c6;16c7;16c8;16c10;	1	20	20	2			2				2	
H4004	817	0	1	02	01	H4004_817_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4004	817	0	1	02	01	H4004_817_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4004	818	0	1	02	01	H4004_818_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H4004	818	0	1	02	01	H4004_818_0	2	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H4004	819	0	1	02	01	H4004_819_0	2	1	Group 1	01	6;14a;		1	0	0	2			2				2	
